# Total number neurons: 40000
# Local number neurons: 5000
# Number MPI ranks: 8
# Current simulation step: 2002
# <target rank> <target neuron id>	<source rank> <source neuron id>	<weight>	<plastic>
7 1	7 162	1	1
7 1	4 402	1	1
7 1	1 4719	1	1
7 1	6 3307	1	1
7 1	1 3920	1	1
7 1	0 4923	1	1
7 2	0 3727	1	1
7 2	1 1814	1	1
7 2	0 3717	1	1
7 2	4 398	1	1
7 2	6 2659	1	1
7 2	0 3205	1	1
7 3	7 605	1	1
7 3	3 1419	1	1
7 3	2 3932	1	1
7 3	6 3062	1	1
7 3	4 1682	1	1
7 3	1 1785	1	1
7 4	7 1672	1	1
7 4	0 2207	1	1
7 4	0 7	1	1
7 4	2 1744	1	1
7 4	2 3548	1	1
7 4	0 3785	1	1
7 5	4 4378	1	1
7 5	3 4547	1	1
7 5	5 3500	1	1
7 5	5 4436	1	1
7 5	5 2470	1	1
7 5	5 730	1	1
7 6	6 1683	1	1
7 6	1 2198	1	1
7 6	2 1667	1	1
7 6	5 443	1	1
7 6	0 164	1	1
7 6	4 2277	1	1
7 7	2 182	1	1
7 7	2 1295	1	1
7 7	6 4398	1	1
7 7	4 2936	1	1
7 7	0 1538	1	1
7 7	6 305	1	1
7 8	7 1171	1	1
7 8	6 2035	1	1
7 8	6 2516	1	1
7 8	3 887	1	1
7 8	4 4416	1	1
7 8	5 1348	1	1
7 9	7 2681	1	1
7 9	7 2624	1	1
7 9	5 3757	1	1
7 9	2 2240	1	1
7 9	1 4407	1	1
7 9	2 902	1	1
7 10	7 1960	1	1
7 10	0 1410	1	1
7 10	5 3358	1	1
7 10	1 4786	1	1
7 10	4 3489	1	1
7 10	3 46	1	1
7 11	5 2863	1	1
7 11	0 1239	1	1
7 11	2 221	1	1
7 11	3 173	1	1
7 11	4 3832	1	1
7 11	6 1887	1	1
7 12	4 2303	1	1
7 12	2 4594	1	1
7 12	6 2037	1	1
7 12	0 443	1	1
7 12	0 2554	1	1
7 12	4 1201	1	1
7 13	7 3195	1	1
7 13	0 3295	1	1
7 13	0 3715	1	1
7 13	2 707	1	1
7 13	5 2725	1	1
7 13	4 66	1	1
7 14	2 1096	1	1
7 14	1 4780	1	1
7 14	5 4386	1	1
7 14	2 2423	1	1
7 14	6 516	1	1
7 14	0 3970	1	1
7 15	7 1572	1	1
7 15	6 157	1	1
7 15	4 1892	1	1
7 15	4 2749	1	1
7 15	2 159	1	1
7 15	5 292	1	1
7 16	7 3431	1	1
7 16	7 4928	1	1
7 16	3 1722	1	1
7 16	2 297	1	1
7 16	5 1570	1	1
7 16	2 780	1	1
7 17	7 610	1	1
7 17	4 3930	1	1
7 17	2 57	1	1
7 17	5 2251	1	1
7 17	5 4394	1	1
7 17	3 670	1	1
7 18	7 3539	1	1
7 18	6 4744	1	1
7 18	4 674	1	1
7 18	3 3341	1	1
7 18	3 3671	1	1
7 18	0 3577	1	1
7 19	7 4227	1	1
7 19	0 2599	1	1
