# Total number neurons: 40000
# Local number neurons: 5000
# Number MPI ranks: 8
# Current simulation step: 2002
# <target rank> <target neuron id>	<source rank> <source neuron id>	<weight>	<plastic>
7 4016	7 1	1	1
7 2351	7 1	1	1
0 1842	7 1	1	1
5 4472	7 1	1	1
5 229	7 1	1	1
5 1223	7 1	1	1
1 2545	7 2	1	1
1 887	7 2	1	1
3 1001	7 2	1	1
6 4654	7 2	1	1
0 2714	7 2	1	1
6 767	7 2	1	1
7 4872	7 3	1	1
1 433	7 3	1	1
4 3668	7 3	1	1
1 3419	7 3	1	1
6 3831	7 3	1	1
4 2491	7 3	1	1
7 2318	7 4	1	1
0 2675	7 4	1	1
2 1527	7 4	1	1
2 611	7 4	1	1
3 2139	7 4	1	1
2 3322	7 4	1	1
7 1144	7 5	1	1
7 1373	7 5	1	1
1 4555	7 5	1	1
3 4578	7 5	1	1
5 4010	7 5	1	1
5 505	7 5	1	1
7 4803	7 6	1	1
7 207	7 6	1	1
2 2777	7 6	1	1
5 3175	7 6	1	1
6 3571	7 6	1	1
5 4921	7 6	1	1
2 3232	7 7	1	1
3 876	7 7	1	1
4 3842	7 7	1	1
6 3029	7 7	1	1
6 1908	7 7	1	1
0 3625	7 7	1	1
0 4607	7 8	1	1
2 3438	7 8	1	1
3 1567	7 8	1	1
5 4057	7 8	1	1
6 4877	7 8	1	1
1 4482	7 8	1	1
7 3577	7 9	1	1
1 4331	7 9	1	1
2 4483	7 9	1	1
5 607	7 9	1	1
6 201	7 9	1	1
0 1854	7 9	1	1
0 1080	7 10	1	1
1 1964	7 10	1	1
3 4779	7 10	1	1
5 1685	7 10	1	1
5 3652	7 10	1	1
6 2890	7 10	1	1
7 1812	7 11	1	1
0 2639	7 11	1	1
1 4248	7 11	1	1
4 876	7 11	1	1
5 1976	7 11	1	1
4 4780	7 11	1	1
3 4503	7 12	1	1
3 1833	7 12	1	1
3 2027	7 12	1	1
6 95	7 12	1	1
6 304	7 12	1	1
0 1835	7 12	1	1
7 3295	7 13	1	1
7 1706	7 13	1	1
7 3732	7 13	1	1
5 3655	7 13	1	1
6 3814	7 13	1	1
6 3141	7 13	1	1
7 3705	7 14	1	1
1 3531	7 14	1	1
