# Total number neurons: 40000
# Local number neurons: 5000
# Number MPI ranks: 8
# Current simulation step: 2002
# <target rank> <target neuron id>	<source rank> <source neuron id>	<weight>	<plastic>
4 1	4 3894	1	1
4 1	1 987	1	1
4 1	3 3602	1	1
4 1	2 3236	1	1
4 1	5 4687	1	1
4 1	6 1038	1	1
4 2	4 4588	1	1
4 2	4 4647	1	1
4 2	7 2315	1	1
4 2	6 3494	1	1
4 2	2 1612	1	1
4 2	6 4246	1	1
4 3	5 4917	1	1
4 3	7 3838	1	1
4 3	3 423	1	1
4 3	0 2525	1	1
4 3	2 1103	1	1
4 3	6 2672	1	1
4 4	0 2905	1	1
4 4	7 4775	1	1
4 4	0 512	1	1
4 4	1 63	1	1
4 4	2 4575	1	1
4 4	5 2062	1	1
4 5	4 1051	1	1
4 5	7 4511	1	1
4 5	1 402	1	1
4 5	7 1206	1	1
4 5	5 1889	1	1
4 5	2 3499	1	1
4 6	4 47	1	1
4 6	5 4801	1	1
4 6	0 1378	1	1
4 6	0 2951	1	1
4 6	0 2599	1	1
4 6	1 3303	1	1
4 7	4 394	1	1
4 7	6 994	1	1
4 7	5 2563	1	1
4 7	1 2267	1	1
4 7	7 2126	1	1
4 7	0 884	1	1
4 8	7 549	1	1
4 8	7 4065	1	1
4 8	7 441	1	1
4 8	2 4061	1	1
4 8	5 4744	1	1
4 8	0 3821	1	1
4 9	3 1393	1	1
4 9	0 1977	1	1
4 9	1 1632	1	1
4 9	7 4399	1	1
4 9	7 4628	1	1
4 9	3 1914	1	1
4 10	4 4620	1	1
4 10	2 1604	1	1
4 10	2 4078	1	1
4 10	6 1936	1	1
4 10	5 2284	1	1
4 10	7 2774	1	1
4 11	2 1389	1	1
4 11	5 1381	1	1
4 11	0 1124	1	1
4 11	7 756	1	1
4 11	2 1960	1	1
4 11	3 2016	1	1
4 12	4 2258	1	1
4 12	4 149	1	1
4 12	3 2674	1	1
4 12	5 1280	1	1
4 12	2 3681	1	1
4 12	6 4396	1	1
4 13	7 1931	1	1
4 13	2 2396	1	1
4 13	3 2665	1	1
4 13	6 3512	1	1
