# Total number neurons: 40000
# Local number neurons: 5000
# Number MPI ranks: 8
# Current simulation step: 2002
# <target rank> <target neuron id>	<source rank> <source neuron id>	<weight>	<plastic>
4 216	4 1	1	1
1 139	4 1	1	1
1 953	4 1	1	1
3 2460	4 1	1	1
3 4238	4 1	1	1
5 1887	4 1	1	1
4 2756	4 2	1	1
4 851	4 2	1	1
4 1479	4 2	1	1
4 871	4 2	1	1
1 4807	4 2	1	1
3 2208	4 2	1	1
1 3155	4 3	1	1
2 3887	4 3	1	1
2 614	4 3	1	1
3 3724	4 3	1	1
5 3741	4 3	1	1
6 4145	4 3	1	1
0 167	4 4	1	1
0 491	4 4	1	1
2 3744	4 4	1	1
3 1080	4 4	1	1
3 4994	4 4	1	1
0 4746	4 4	1	1
4 4614	4 5	1	1
4 227	4 5	1	1
0 4864	4 5	1	1
1 2033	4 5	1	1
3 1205	4 5	1	1
7 1499	4 5	1	1
4 1026	4 6	1	1
0 2077	4 6	1	1
1 4459	4 6	1	1
1 1064	4 6	1	1
7 1700	4 6	1	1
7 2978	4 6	1	1
4 3194	4 7	1	1
4 4774	4 7	1	1
4 3387	4 7	1	1
3 4627	4 7	1	1
5 3842	4 7	1	1
7 596	4 7	1	1
4 2144	4 8	1	1
4 4322	4 8	1	1
0 473	4 8	1	1
1 2101	4 8	1	1
7 3111	4 8	1	1
7 4317	4 8	1	1
4 428	4 9	1	1
0 3220	4 9	1	1
3 1213	4 9	1	1
3 2896	4 9	1	1
6 297	4 9	1	1
6 3465	4 9	1	1
1 4314	4 10	1	1
1 3791	4 10	1	1
3 4596	4 10	1	1
6 2092	4 10	1	1
6 1902	4 10	1	1
5 3830	4 10	1	1
4 2568	4 11	1	1
2 4210	4 11	1	1
6 4581	4 11	1	1
6 1156	4 11	1	1
7 134	4 11	1	1
0 846	4 11	1	1
4 22	4 12	1	1
2 3063	4 12	1	1
3 1116	4 12	1	1
6 222	4 12	1	1
0 1597	4 12	1	1
1 1901	4 12	1	1
4 1993	4 13	1	1
0 2542	4 13	1	1
2 3569	4 13	1	1
3 3616	4 13	1	1
6 3658	4 13	1	1
7 3872	4 13	1	1
0 1580	4 14	1	1
1 851	4 14	1	1
3 3016	4 14	1	1
3 2240	4 14	1	1
6 3111	4 14	1	1
1 4869	4 14	1	1
4 4833	4 15	1	1
4 216	4 15	1	1
6 1905	4 15	1	1
7 1777	4 15	1	1
7 107	4 15	1	1
7 1192	4 15	1	1
4 261	4 16	1	1
0 231	4 16	1	1
1 4692	4 16	1	1
7 1873	4 16	1	1
0 142	4 16	1	1
3 2075	4 16	1	1
4 2859	4 17	1	1
4 2778	4 17	1	1
