# Total number neurons: 40000
# Local number neurons: 5000
# Number MPI ranks: 8
# Current simulation step: 2002
# <target rank> <target neuron id>	<source rank> <source neuron id>	<weight>	<plastic>
0 1437	6 1	1	1
1 2300	6 1	1	1
1 4626	6 1	1	1
1 847	6 1	1	1
2 2001	6 1	1	1
3 1807	6 1	1	1
0 1141	6 2	1	1
2 946	6 2	1	1
4 4487	6 2	1	1
7 4965	6 2	1	1
7 2397	6 2	1	1
4 1938	6 2	1	1
6 2450	6 3	1	1
1 4730	6 3	1	1
3 4819	6 3	1	1
3 3257	6 3	1	1
0 3030	6 3	1	1
4 3257	6 3	1	1
0 1596	6 4	1	1
1 1988	6 4	1	1
2 941	6 4	1	1
4 3000	6 4	1	1
7 1884	6 4	1	1
0 3351	6 4	1	1
2 4811	6 5	1	1
4 2762	6 5	1	1
5 1420	6 5	1	1
5 1570	6 5	1	1
7 216	6 5	1	1
7 953	6 5	1	1
6 801	6 6	1	1
1 858	6 6	1	1
3 1784	6 6	1	1
5 1734	6 6	1	1
7 3285	6 6	1	1
4 2165	6 6	1	1
0 1949	6 7	1	1
0 667	6 7	1	1
1 2363	6 7	1	1
3 3830	6 7	1	1
5 1962	6 7	1	1
7 4525	6 7	1	1
6 307	6 8	1	1
0 4190	6 8	1	1
2 2970	6 8	1	1
2 4349	6 8	1	1
3 2800	6 8	1	1
5 756	6 8	1	1
0 2214	6 9	1	1
2 773	6 9	1	1
3 655	6 9	1	1
4 4352	6 9	1	1
5 3342	6 9	1	1
7 1779	6 9	1	1
1 3498	6 10	1	1
2 263	6 10	1	1
3 654	6 10	1	1
7 138	6 10	1	1
5 4710	6 10	1	1
7 4197	6 10	1	1
6 2087	6 11	1	1
6 888	6 11	1	1
0 695	6 11	1	1
5 207	6 11	1	1
1 2772	6 11	1	1
7 2079	6 11	1	1
1 1321	6 12	1	1
2 385	6 12	1	1
2 2370	6 12	1	1
3 2023	6 12	1	1
4 3297	6 12	1	1
4 3599	6 12	1	1
3 3551	6 13	1	1
3 427	6 13	1	1
3 1518	6 13	1	1
4 1323	6 13	1	1
5 811	6 13	1	1
7 3254	6 13	1	1
6 2587	6 14	1	1
1 322	6 14	1	1
2 1806	6 14	1	1
2 759	6 14	1	1
2 4603	6 14	1	1
1 1904	6 14	1	1
0 199	6 15	1	1
5 1781	6 15	1	1
7 2250	6 15	1	1
4 2965	6 15	1	1
7 1036	6 15	1	1
1 3076	6 15	1	1
1 1121	6 16	1	1
3 1333	6 16	1	1
4 699	6 16	1	1
7 3783	6 16	1	1
3 1935	6 16	1	1
0 4797	6 16	1	1
6 3242	6 17	1	1
0 4974	6 17	1	1
0 3899	6 17	1	1
1 2286	6 17	1	1
5 1193	6 17	1	1
7 3072	6 17	1	1
6 4836	6 18	1	1
0 1748	6 18	1	1
1 3909	6 18	1	1
1 53	6 18	1	1
4 4615	6 18	1	1
5 1043	6 18	1	1
2 410	6 19	1	1
2 593	6 19	1	1
3 1091	6 19	1	1
4 676	6 19	1	1
7 4905	6 19	1	1
7 1476	6 19	1	1
3 1303	6 20	1	1
4 2203	6 20	1	1
4 2629	6 20	1	1
7 3801	6 20	1	1
7 1133	6 20	1	1
0 3451	6 20	1	1
2 3416	6 21	1	1
2 1423	6 21	1	1
3 4489	6 21	1	1
4 2569	6 21	1	1
5 2280	6 21	1	1
5 4739	6 21	1	1
1 4862	6 22	1	1
1 323	6 22	1	1
3 1491	6 22	1	1
7 1541	6 22	1	1
1 1466	6 22	1	1
4 3145	6 22	1	1
1 65	6 23	1	1
3 1317	6 23	1	1
3 4071	6 23	1	1
4 2196	6 23	1	1
5 732	6 23	1	1
5 3727	6 23	1	1
0 2382	6 24	1	1
1 2391	6 24	1	1
2 2950	6 24	1	1
7 159	6 24	1	1
3 195	6 24	1	1
5 4391	6 24	1	1
6 1478	6 25	1	1
1 916	6 25	1	1
2 1903	6 25	1	1
3 3093	6 25	1	1
7 4906	6 25	1	1
0 3103	6 25	1	1
2 683	6 26	1	1
2 4349	6 26	1	1
3 3374	6 26	1	1
4 1566	6 26	1	1
4 3573	6 26	1	1
5 992	6 26	1	1
0 769	6 27	1	1
1 4128	6 27	1	1
3 3438	6 27	1	1
4 2462	6 27	1	1
7 637	6 27	1	1
2 1705	6 27	1	1
6 3513	6 28	1	1
1 4115	6 28	1	1
2 4475	6 28	1	1
3 1599	6 28	1	1
7 1198	6 28	1	1
7 1058	6 28	1	1
6 2249	6 29	1	1
1 758	6 29	1	1
2 4154	6 29	1	1
3 4926	6 29	1	1
5 1325	6 29	1	1
7 2684	6 29	1	1
2 1542	6 30	1	1
3 910	6 30	1	1
4 329	6 30	1	1
5 1413	6 30	1	1
7 1654	6 30	1	1
0 679	6 30	1	1
1 3360	6 31	1	1
3 190	6 31	1	1
4 2543	6 31	1	1
7 578	6 31	1	1
7 4497	6 31	1	1
7 3404	6 31	1	1
6 4500	6 32	1	1
6 954	6 32	1	1
0 543	6 32	1	1
1 2993	6 32	1	1
1 4945	6 32	1	1
3 3672	6 32	1	1
6 4162	6 33	1	1
0 3589	6 33	1	1
1 2461	6 33	1	1
5 1262	6 33	1	1
5 3628	6 33	1	1
5 2155	6 33	1	1
6 1117	6 34	1	1
0 2776	6 34	1	1
2 1498	6 34	1	1
7 1742	6 34	1	1
1 2569	6 34	1	1
2 2157	6 34	1	1
6 2625	6 35	1	1
0 1433	6 35	1	1
2 387	6 35	1	1
5 1861	6 35	1	1
7 1276	6 35	1	1
2 2003	6 35	1	1
3 105	6 36	1	1
3 1718	6 36	1	1
5 2426	6 36	1	1
5 1823	6 36	1	1
7 829	6 36	1	1
7 4872	6 36	1	1
4 3853	6 37	1	1
5 599	6 37	1	1
7 772	6 37	1	1
7 3399	6 37	1	1
4 1400	6 37	1	1
4 4088	6 37	1	1
1 2711	6 38	1	1
3 4182	6 38	1	1
7 2543	6 38	1	1
1 1339	6 38	1	1
2 3052	6 38	1	1
4 2979	6 38	1	1
1 967	6 39	1	1
3 1558	6 39	1	1
4 1796	6 39	1	1
4 2672	6 39	1	1
0 1483	6 39	1	1
1 83	6 39	1	1
6 608	6 40	1	1
6 2006	6 40	1	1
0 1951	6 40	1	1
0 1367	6 40	1	1
1 2114	6 40	1	1
5 967	6 40	1	1
6 4220	6 41	1	1
2 4387	6 41	1	1
3 4202	6 41	1	1
7 173	6 41	1	1
7 2778	6 41	1	1
4 856	6 41	1	1
0 4627	6 42	1	1
2 1183	6 42	1	1
4 302	6 42	1	1
4 4764	6 42	1	1
5 4856	6 42	1	1
7 1616	6 42	1	1
6 4928	6 43	1	1
6 3151	6 43	1	1
0 951	6 43	1	1
0 3014	6 43	1	1
3 16	6 43	1	1
5 4449	6 43	1	1
1 717	6 44	1	1
3 2560	6 44	1	1
4 4544	6 44	1	1
5 656	6 44	1	1
5 3165	6 44	1	1
0 4028	6 44	1	1
1 4270	6 45	1	1
1 4501	6 45	1	1
4 2426	6 45	1	1
4 3034	6 45	1	1
5 208	6 45	1	1
5 1358	6 45	1	1
1 3464	6 46	1	1
2 4849	6 46	1	1
3 3529	6 46	1	1
4 3857	6 46	1	1
4 1499	6 46	1	1
7 2278	6 46	1	1
6 281	6 47	1	1
0 3757	6 47	1	1
2 1922	6 47	1	1
2 2621	6 47	1	1
3 4296	6 47	1	1
4 1434	6 47	1	1
6 1148	6 48	1	1
3 3574	6 48	1	1
4 3285	6 48	1	1
5 316	6 48	1	1
5 2578	6 48	1	1
5 220	6 48	1	1
6 255	6 49	1	1
2 4984	6 49	1	1
5 3008	6 49	1	1
7 4547	6 49	1	1
7 1262	6 49	1	1
2 4077	6 49	1	1
1 599	6 50	1	1
2 1600	6 50	1	1
