# Total number neurons: 40000
# Local number neurons: 5000
# Number MPI ranks: 8
# Current simulation step: 2002
# <target rank> <target neuron id>	<source rank> <source neuron id>	<weight>	<plastic>
1 1	1 3474	1	1
1 1	3 1899	1	1
1 1	4 146	1	1
1 1	3 986	1	1
1 1	5 4562	1	1
1 1	2 4576	1	1
1 2	1 4385	1	1
1 2	1 935	1	1
1 2	3 4227	1	1
1 2	5 4357	1	1
1 2	0 2537	1	1
1 2	6 2833	1	1
1 3	3 1302	1	1
1 3	2 435	1	1
1 3	7 1721	1	1
1 3	5 4448	1	1
1 3	7 2959	1	1
1 3	0 1595	1	1
1 4	1 3846	1	1
1 4	1 2635	1	1
1 4	5 214	1	1
1 4	3 1908	1	1
1 4	0 3158	1	1
1 4	7 4527	1	1
1 5	7 2323	1	1
1 5	0 1130	1	1
1 5	2 1229	1	1
1 5	4 3496	1	1
1 5	7 2580	1	1
1 5	3 1030	1	1
1 6	1 4988	1	1
1 6	1 896	1	1
1 6	1 2975	1	1
1 6	6 885	1	1
1 6	6 2114	1	1
1 6	5 2114	1	1
1 7	3 1415	1	1
1 7	0 557	1	1
1 7	3 3050	1	1
1 7	7 4508	1	1
1 7	2 89	1	1
1 7	7 4704	1	1
1 8	5 4480	1	1
1 8	2 791	1	1
1 8	3 4075	1	1
1 8	2 3935	1	1
1 8	7 3683	1	1
1 8	3 3454	1	1
1 9	1 3136	1	1
1 9	1 327	1	1
1 9	1 4489	1	1
1 9	0 882	1	1
1 9	2 3655	1	1
1 9	0 2048	1	1
1 10	1 899	1	1
1 10	1 4415	1	1
1 10	6 118	1	1
1 10	2 2567	1	1
1 10	6 3316	1	1
1 10	0 1054	1	1
1 11	5 2155	1	1
1 11	6 806	1	1
1 11	5 2713	1	1
1 11	3 4739	1	1
1 11	0 4955	1	1
1 11	0 1818	1	1
1 12	1 4034	1	1
1 12	5 751	1	1
1 12	6 4447	1	1
1 12	2 520	1	1
1 12	5 3253	1	1
1 12	5 123	1	1
1 13	1 1094	1	1
1 13	1 1486	1	1
1 13	4 1801	1	1
1 13	7 2585	1	1
1 13	2 4226	1	1
1 13	7 852	1	1
1 14	1 4456	1	1
1 14	1 1131	1	1
1 14	0 2746	1	1
1 14	3 4723	1	1
1 14	5 4352	1	1
1 14	7 3946	1	1
1 15	1 2937	1	1
1 15	4 204	1	1
1 15	7 3548	1	1
1 15	7 1948	1	1
1 15	0 978	1	1
1 15	2 2223	1	1
1 16	1 3105	1	1
1 16	2 1950	1	1
1 16	6 2121	1	1
1 16	6 776	1	1
1 16	2 2797	1	1
1 16	2 166	1	1
1 17	7 3673	1	1
1 17	5 4895	1	1
1 17	4 694	1	1
1 17	3 2456	1	1
1 17	4 841	1	1
1 17	4 945	1	1
1 18	6 2990	1	1
1 18	0 1077	1	1
1 18	6 2058	1	1
1 18	3 1350	1	1
1 18	5 845	1	1
1 18	6 3693	1	1
1 19	1 1755	1	1
1 19	7 665	1	1
1 19	0 2370	1	1
1 19	0 1731	1	1
1 19	4 2933	1	1
1 19	2 1933	1	1
1 20	1 1746	1	1
1 20	1 1419	1	1
1 20	2 4638	1	1
1 20	5 3171	1	1
1 20	6 1890	1	1
1 20	3 4831	1	1
1 21	1 4830	1	1
1 21	2 602	1	1
1 21	6 3573	1	1
1 21	6 4082	1	1
1 21	2 2524	1	1
1 21	3 510	1	1
1 22	1 3536	1	1
1 22	6 2936	1	1
1 22	6 1742	1	1
1 22	2 2391	1	1
1 22	6 2433	1	1
1 22	5 677	1	1
1 23	2 4806	1	1
1 23	5 2782	1	1
1 23	6 4905	1	1
1 23	5 161	1	1
1 23	2 2692	1	1
1 23	4 2174	1	1
1 24	1 1112	1	1
1 24	7 4229	1	1
1 24	7 1453	1	1
1 24	6 4238	1	1
1 24	0 2231	1	1
1 24	4 1577	1	1
1 25	3 4283	1	1
1 25	5 3363	1	1
1 25	2 3681	1	1
1 25	7 669	1	1
1 25	7 2344	1	1
1 25	7 4059	1	1
1 26	6 2689	1	1
1 26	0 1041	1	1
1 26	7 2416	1	1
1 26	3 652	1	1
1 26	0 4596	1	1
1 26	7 3058	1	1
1 27	1 1935	1	1
1 27	6 1298	1	1
1 27	6 1873	1	1
1 27	3 110	1	1
1 27	3 4037	1	1
1 27	4 2417	1	1
1 28	3 4520	1	1
1 28	3 3628	1	1
1 28	4 4696	1	1
1 28	0 3421	1	1
1 28	7 1756	1	1
1 28	0 774	1	1
1 29	1 3735	1	1
1 29	6 852	1	1
1 29	5 4171	1	1
1 29	7 1987	1	1
1 29	5 3360	1	1
1 29	2 4179	1	1
1 30	1 1917	1	1
1 30	4 1216	1	1
1 30	7 3815	1	1
1 30	2 4947	1	1
1 30	7 1404	1	1
1 30	2 2239	1	1
1 31	5 3529	1	1
1 31	0 1749	1	1
1 31	5 4273	1	1
1 31	3 4310	1	1
1 31	6 1154	1	1
1 31	6 2668	1	1
1 32	5 3556	1	1
1 32	3 2558	1	1
1 32	5 184	1	1
1 32	6 1910	1	1
1 32	6 1724	1	1
1 32	0 3142	1	1
1 33	1 4348	1	1
1 33	1 498	1	1
1 33	5 3575	1	1
1 33	5 4327	1	1
1 33	2 4795	1	1
1 33	5 3249	1	1
1 34	1 2723	1	1
1 34	1 1910	1	1
1 34	2 2254	1	1
1 34	3 2177	1	1
1 34	5 798	1	1
1 34	6 2006	1	1
1 35	1 4205	1	1
1 35	7 4513	1	1
1 35	7 4306	1	1
1 35	4 97	1	1
1 35	3 246	1	1
1 35	5 697	1	1
1 36	0 1278	1	1
1 36	5 4653	1	1
1 36	3 2464	1	1
1 36	3 2284	1	1
1 36	2 2957	1	1
1 36	2 3019	1	1
1 37	1 3304	1	1
1 37	3 3430	1	1
1 37	7 4749	1	1
1 37	7 1826	1	1
1 37	4 3586	1	1
