# Total number neurons: 40000
# Local number neurons: 5000
# Number MPI ranks: 8
# Current simulation step: 2002
# <target rank> <target neuron id>	<source rank> <source neuron id>	<weight>	<plastic>
2 1	2 631	1	1
2 1	5 4005	1	1
2 1	3 616	1	1
2 1	0 2605	1	1
2 1	7 500	1	1
2 1	3 2220	1	1
2 2	2 477	1	1
2 2	1 1168	1	1
2 2	0 1504	1	1
2 2	7 3491	1	1
2 2	6 4362	1	1
2 2	0 4190	1	1
2 3	2 3880	1	1
2 3	2 2972	1	1
2 3	1 2064	1	1
2 3	4 4105	1	1
2 3	6 1635	1	1
2 3	0 1056	1	1
2 4	5 580	1	1
2 4	3 2989	1	1
2 4	4 3279	1	1
2 4	6 3084	1	1
2 4	6 2213	1	1
2 4	5 1933	1	1
2 5	3 4103	1	1
2 5	4 3340	1	1
2 5	4 407	1	1
2 5	1 1648	1	1
2 5	6 1951	1	1
2 5	3 4895	1	1
2 6	0 193	1	1
2 6	0 4532	1	1
2 6	0 47	1	1
2 6	0 919	1	1
2 6	0 989	1	1
2 6	3 141	1	1
2 7	2 1784	1	1
2 7	2 672	1	1
2 7	7 2462	1	1
2 7	6 3355	1	1
2 7	7 4278	1	1
2 7	4 241	1	1
2 8	2 1372	1	1
2 8	3 89	1	1
2 8	6 2879	1	1
2 8	6 3059	1	1
2 8	4 4602	1	1
2 8	5 3978	1	1
2 9	3 3163	1	1
2 9	0 4318	1	1
2 9	3 4458	1	1
2 9	1 638	1	1
2 9	1 1970	1	1
2 9	0 3635	1	1
2 10	4 250	1	1
2 10	0 2645	1	1
2 10	4 3130	1	1
2 10	0 1223	1	1
2 10	6 1405	1	1
2 10	1 89	1	1
2 11	7 3782	1	1
2 11	4 4648	1	1
2 11	3 1487	1	1
2 11	5 4689	1	1
2 11	3 3669	1	1
2 11	7 555	1	1
2 12	2 2839	1	1
2 12	2 4665	1	1
2 12	0 1408	1	1
2 12	5 4132	1	1
2 12	5 2311	1	1
2 12	0 4423	1	1
2 13	2 1967	1	1
2 13	4 3441	1	1
2 13	4 810	1	1
2 13	3 983	1	1
2 13	0 184	1	1
2 13	7 2066	1	1
2 14	2 2309	1	1
2 14	5 2602	1	1
2 14	6 2462	1	1
2 14	6 2774	1	1
2 14	5 4713	1	1
2 14	6 4022	1	1
2 15	2 1749	1	1
2 15	6 2200	1	1
2 15	7 4843	1	1
2 15	7 4103	1	1
2 15	6 322	1	1
