# Total number neurons: 10000
# Local number neurons: 5000
# Number MPI ranks: 2
# Current simulation step: 2002
# <target rank> <target neuron id>	<source rank> <source neuron id>	<weight>	<plastic>
1 3514	1 1	1	1
1 1526	1 1	1	1
0 4930	1 1	1	1
0 4704	1 1	1	1
0 771	1 1	1	1
0 2438	1 1	1	1
1 336	1 2	1	1
1 264	1 2	1	1
0 3996	1 2	1	1
0 3145	1 2	1	1
0 2240	1 2	1	1
0 423	1 2	1	1
1 720	1 3	1	1
1 255	1 3	1	1
1 2458	1 3	1	1
1 3483	1 3	1	1
0 2881	1 3	1	1
0 3882	1 3	1	1
1 3845	1 4	1	1
1 1565	1 4	1	1
1 83	1 4	1	1
1 791	1 4	1	1
0 4950	1 4	1	1
0 1103	1 4	1	1
1 297	1 5	1	1
1 1589	1 5	1	1
0 48	1 5	1	1
0 938	1 5	1	1
0 4129	1 5	1	1
0 2572	1 5	1	1
1 1853	1 6	1	1
0 1138	1 6	1	1
0 4487	1 6	1	1
0 3223	1 6	1	1
0 2009	1 6	1	1
0 3890	1 6	1	1
1 1596	1 7	1	1
1 927	1 7	1	1
1 238	1 7	1	1
0 2168	1 7	1	1
0 1010	1 7	1	1
0 255	1 7	1	1
1 948	1 8	1	1
1 4134	1 8	1	1
1 4855	1 8	1	1
0 4457	1 8	1	1
0 1264	1 8	1	1
0 3885	1 8	1	1
1 360	1 9	1	1
1 2299	1 9	1	1
1 2017	1 9	1	1
0 866	1 9	1	1
0 2	1 9	1	1
0 2260	1 9	1	1
1 2590	1 10	1	1
0 4925	1 10	1	1
0 2834	1 10	1	1
0 795	1 10	1	1
0 4021	1 10	1	1
0 4137	1 10	1	1
1 4385	1 11	1	1
1 3970	1 11	1	1
1 2848	1 11	1	1
1 4533	1 11	1	1
0 4403	1 11	1	1
0 2558	1 11	1	1
1 2129	1 12	1	1
1 1847	1 12	1	1
1 3319	1 12	1	1
1 4254	1 12	1	1
0 254	1 12	1	1
0 2146	1 12	1	1
1 89	1 13	1	1
1 3139	1 13	1	1
0 3877	1 13	1	1
0 2934	1 13	1	1
0 1878	1 13	1	1
0 3488	1 13	1	1
1 3018	1 14	1	1
0 2405	1 14	1	1
0 2528	1 14	1	1
0 4751	1 14	1	1
0 4292	1 14	1	1
0 3957	1 14	1	1
1 397	1 15	1	1
1 3696	1 15	1	1
0 3697	1 15	1	1
0 343	1 15	1	1
0 1595	1 15	1	1
0 1048	1 15	1	1
1 2918	1 16	1	1
1 909	1 16	1	1
1 2982	1 16	1	1
