# Total number neurons: 4000
# Local number neurons: 1000
# Number MPI ranks: 4
# Current simulation step: 1003
# <target rank> <target neuron id>	<source rank> <source neuron id>	<weight>	<plastic>
1 1	1 338	1	1
1 1	1 26	1	1
1 1	1 304	1	1
1 1	1 951	1	1
1 1	0 959	1	1
1 1	2 259	1	1
1 1	3 913	1	1
1 1	0 648	1	1
1 1	3 349	1	1
1 1	2 553	1	1
1 1	0 766	1	1
1 1	2 836	1	1
1 1	0 391	1	1
1 1	3 817	1	1
1 1	2 411	1	1
1 1	0 53	1	1
1 1	0 476	1	1
1 2	1 847	1	1
1 2	1 50	1	1
1 2	1 718	1	1
1 2	1 607	1	1
1 2	1 269	1	1
1 2	1 793	1	1
1 2	0 94	1	1
1 2	0 110	1	1
1 2	2 845	1	1
1 2	3 178	1	1
1 2	0 722	1	1
1 2	0 648	1	1
1 2	2 39	1	1
1 2	0 644	1	1
1 2	3 828	1	1
1 2	0 197	1	1
1 2	3 501	1	1
1 3	1 387	1	1
1 3	1 788	1	1
1 3	1 297	1	1
1 3	1 610	1	1
1 3	3 331	1	1
1 3	2 220	1	1
1 3	2 182	1	1
1 3	3 75	1	1
1 3	3 825	1	1
1 3	3 886	1	1
1 3	3 348	1	1
1 3	0 681	1	1
1 3	0 146	1	1
1 3	0 753	1	1
1 3	0 917	1	1
1 3	0 199	1	1
1 3	3 563	1	1
1 4	1 12	1	1
1 4	1 215	1	1
1 4	1 454	1	1
1 4	1 709	1	1
1 4	1 538	1	1
1 4	0 281	1	1
1 4	3 419	1	1
1 4	0 580	1	1
1 4	0 656	1	1
1 4	0 31	1	1
1 4	3 493	1	1
1 4	2 241	1	1
1 4	3 168	1	1
1 4	3 113	1	1
1 4	0 510	1	1
1 4	2 261	1	1
1 4	0 783	1	1
1 5	1 696	1	1
1 5	1 40	1	1
1 5	1 765	1	1
1 5	3 929	1	1
1 5	3 495	1	1
1 5	2 621	1	1
1 5	0 900	1	1
1 5	0 731	1	1
1 5	3 628	1	1
1 5	2 941	1	1
1 5	0 481	1	1
1 5	0 511	1	1
1 5	2 663	1	1
1 5	2 451	1	1
1 5	0 950	1	1
1 5	0 652	1	1
1 5	3 111	1	1
1 6	1 78	1	1
1 6	1 91	1	1
1 6	1 185	1	1
1 6	1 903	1	1
1 6	3 583	1	1
1 6	2 140	1	1
1 6	3 551	1	1
1 6	0 910	1	1
1 6	0 845	1	1
1 6	0 642	1	1
1 6	3 52	1	1
1 6	3 347	1	1
1 6	0 329	1	1
1 6	0 441	1	1
1 6	3 134	1	1
1 6	3 578	1	1
1 6	3 575	1	1
1 7	1 269	1	1
1 7	1 422	1	1
1 7	1 395	1	1
1 7	3 804	1	1
1 7	0 917	1	1
1 7	0 101	1	1
1 7	0 891	1	1
1 7	2 962	1	1
1 7	3 345	1	1
1 7	2 311	1	1
1 7	0 130	1	1
1 7	3 567	1	1
1 7	3 813	1	1
1 7	3 6	1	1
1 7	2 102	1	1
1 7	3 39	1	1
1 7	2 599	1	1
1 8	1 852	1	1
1 8	1 827	1	1
1 8	3 36	1	1
1 8	3 594	1	1
1 8	2 334	1	1
1 8	0 172	1	1
1 8	3 941	1	1
1 8	0 264	1	1
1 8	0 746	1	1
1 8	2 572	1	1
1 8	0 383	1	1
1 8	2 200	1	1
1 8	3 209	1	1
1 8	0 45	1	1
1 8	3 924	1	1
1 8	2 820	1	1
1 8	3 451	1	1
1 9	1 92	1	1
1 9	1 779	1	1
1 9	0 233	1	1
1 9	3 428	1	1
1 9	0 393	1	1
1 9	0 345	1	1
1 9	2 80	1	1
1 9	3 123	1	1
1 9	0 205	1	1
1 9	2 644	1	1
1 9	3 569	1	1
1 9	2 745	1	1
1 9	3 443	1	1
1 9	2 997	1	1
1 9	3 81	1	1
1 9	2 565	1	1
1 9	3 736	1	1
1 10	1 709	1	1
1 10	1 429	1	1
1 10	1 833	1	1
1 10	1 245	1	1
1 10	2 271	1	1
1 10	2 505	1	1
1 10	2 777	1	1
1 10	0 726	1	1
1 10	2 402	1	1
1 10	3 759	1	1
1 10	2 100	1	1
1 10	3 748	1	1
1 10	2 854	1	1
1 10	0 592	1	1
