# Total number neurons: 4000
# Local number neurons: 1000
# Number MPI ranks: 4
# Current simulation step: 1003
# <target rank> <target neuron id>	<source rank> <source neuron id>	<weight>	<plastic>
2 65	2 1	1	1
2 942	2 1	1	1
2 467	2 1	1	1
2 419	2 1	1	1
0 804	2 1	1	1
0 991	2 1	1	1
0 400	2 1	1	1
0 62	2 1	1	1
0 66	2 1	1	1
1 249	2 1	1	1
1 360	2 1	1	1
1 472	2 1	1	1
1 719	2 1	1	1
3 951	2 1	1	1
3 598	2 1	1	1
3 784	2 1	1	1
3 5	2 1	1	1
2 50	2 2	1	1
2 537	2 2	1	1
2 486	2 2	1	1
2 481	2 2	1	1
2 690	2 2	1	1
0 869	2 2	1	1
0 225	2 2	1	1
0 371	2 2	1	1
0 885	2 2	1	1
1 346	2 2	1	1
1 907	2 2	1	1
3 186	2 2	1	1
3 710	2 2	1	1
3 672	2 2	1	1
3 376	2 2	1	1
3 106	2 2	1	1
3 686	2 2	1	1
2 512	2 3	1	1
2 712	2 3	1	1
2 703	2 3	1	1
2 840	2 3	1	1
0 121	2 3	1	1
0 596	2 3	1	1
0 382	2 3	1	1
0 375	2 3	1	1
1 754	2 3	1	1
1 743	2 3	1	1
1 685	2 3	1	1
1 462	2 3	1	1
3 294	2 3	1	1
3 357	2 3	1	1
3 312	2 3	1	1
1 822	2 3	1	1
0 890	2 3	1	1
2 737	2 4	1	1
2 539	2 4	1	1
2 267	2 4	1	1
2 460	2 4	1	1
2 772	2 4	1	1
2 722	2 4	1	1
2 63	2 4	1	1
1 716	2 4	1	1
1 931	2 4	1	1
1 150	2 4	1	1
3 871	2 4	1	1
3 825	2 4	1	1
3 811	2 4	1	1
3 992	2 4	1	1
3 156	2 4	1	1
3 893	2 4	1	1
3 267	2 4	1	1
2 943	2 5	1	1
2 768	2 5	1	1
2 46	2 5	1	1
2 416	2 5	1	1
0 353	2 5	1	1
0 785	2 5	1	1
0 562	2 5	1	1
0 111	2 5	1	1
1 654	2 5	1	1
3 882	2 5	1	1
3 173	2 5	1	1
3 505	2 5	1	1
3 874	2 5	1	1
3 144	2 5	1	1
3 11	2 5	1	1
3 826	2 5	1	1
3 234	2 5	1	1
2 421	2 6	1	1
2 132	2 6	1	1
2 525	2 6	1	1
2 840	2 6	1	1
2 515	2 6	1	1
2 224	2 6	1	1
0 736	2 6	1	1
0 467	2 6	1	1
0 137	2 6	1	1
1 938	2 6	1	1
1 330	2 6	1	1
1 356	2 6	1	1
1 274	2 6	1	1
1 840	2 6	1	1
1 219	2 6	1	1
3 989	2 6	1	1
0 294	2 6	1	1
2 190	2 7	1	1
2 276	2 7	1	1
2 300	2 7	1	1
2 287	2 7	1	1
0 1	2 7	1	1
0 334	2 7	1	1
0 276	2 7	1	1
0 852	2 7	1	1
0 286	2 7	1	1
1 25	2 7	1	1
1 268	2 7	1	1
3 950	2 7	1	1
3 609	2 7	1	1
3 516	2 7	1	1
3 452	2 7	1	1
3 288	2 7	1	1
0 750	2 7	1	1
2 53	2 8	1	1
2 307	2 8	1	1
2 298	2 8	1	1
0 592	2 8	1	1
1 626	2 8	1	1
1 821	2 8	1	1
1 853	2 8	1	1
1 500	2 8	1	1
1 897	2 8	1	1
1 499	2 8	1	1
1 983	2 8	1	1
1 810	2 8	1	1
3 982	2 8	1	1
3 796	2 8	1	1
3 718	2 8	1	1
3 590	2 8	1	1
1 972	2 8	1	1
2 789	2 9	1	1
2 199	2 9	1	1
2 509	2 9	1	1
2 790	2 9	1	1
2 854	2 9	1	1
2 229	2 9	1	1
0 786	2 9	1	1
0 233	2 9	1	1
0 470	2 9	1	1
0 337	2 9	1	1
0 246	2 9	1	1
0 193	2 9	1	1
1 86	2 9	1	1
1 511	2 9	1	1
1 982	2 9	1	1
1 548	2 9	1	1
3 221	2 9	1	1
2 858	2 10	1	1
2 578	2 10	1	1
2 107	2 10	1	1
2 78	2 10	1	1
0 185	2 10	1	1
0 783	2 10	1	1
1 324	2 10	1	1
1 933	2 10	1	1
1 58	2 10	1	1
1 293	2 10	1	1
3 455	2 10	1	1
3 37	2 10	1	1
3 282	2 10	1	1
3 487	2 10	1	1
0 939	2 10	1	1
3 874	2 10	1	1
3 521	2 10	1	1
2 855	2 11	1	1
2 978	2 11	1	1
2 740	2 11	1	1
2 785	2 11	1	1
2 561	2 11	1	1
2 660	2 11	1	1
2 945	2 11	1	1
0 455	2 11	1	1
0 292	2 11	1	1
0 788	2 11	1	1
0 907	2 11	1	1
1 72	2 11	1	1
3 77	2 11	1	1
3 419	2 11	1	1
3 469	2 11	1	1
3 499	2 11	1	1
3 853	2 11	1	1
2 670	2 12	1	1
2 319	2 12	1	1
2 211	2 12	1	1
2 486	2 12	1	1
2 978	2 12	1	1
0 853	2 12	1	1
0 206	2 12	1	1
0 96	2 12	1	1
1 747	2 12	1	1
1 175	2 12	1	1
1 195	2 12	1	1
1 738	2 12	1	1
1 619	2 12	1	1
