# Total number neurons: 4000
# Local number neurons: 1000
# Number MPI ranks: 4
# Current simulation step: 1003
# <target rank> <target neuron id>	<source rank> <source neuron id>	<weight>	<plastic>
0 111	0 1	1	1
0 168	0 1	1	1
0 196	0 1	1	1
1 396	0 1	1	1
1 755	0 1	1	1
1 407	0 1	1	1
2 659	0 1	1	1
2 831	0 1	1	1
2 509	0 1	1	1
2 637	0 1	1	1
2 240	0 1	1	1
3 460	0 1	1	1
3 584	0 1	1	1
3 123	0 1	1	1
3 195	0 1	1	1
3 342	0 1	1	1
3 748	0 1	1	1
0 243	0 2	1	1
0 981	0 2	1	1
1 648	0 2	1	1
1 849	0 2	1	1
1 378	0 2	1	1
1 657	0 2	1	1
2 375	0 2	1	1
2 413	0 2	1	1
2 940	0 2	1	1
2 713	0 2	1	1
3 370	0 2	1	1
3 48	0 2	1	1
3 392	0 2	1	1
3 924	0 2	1	1
1 180	0 2	1	1
3 672	0 2	1	1
1 97	0 2	1	1
0 360	0 3	1	1
0 688	0 3	1	1
0 656	0 3	1	1
0 1000	0 3	1	1
0 452	0 3	1	1
1 213	0 3	1	1
1 900	0 3	1	1
1 610	0 3	1	1
1 711	0 3	1	1
2 155	0 3	1	1
2 51	0 3	1	1
2 741	0 3	1	1
3 496	0 3	1	1
3 985	0 3	1	1
1 197	0 3	1	1
1 910	0 3	1	1
3 566	0 3	1	1
0 925	0 4	1	1
0 856	0 4	1	1
0 12	0 4	1	1
0 317	0 4	1	1
0 869	0 4	1	1
0 232	0 4	1	1
1 570	0 4	1	1
1 691	0 4	1	1
2 401	0 4	1	1
2 150	0 4	1	1
2 832	0 4	1	1
2 459	0 4	1	1
3 546	0 4	1	1
3 496	0 4	1	1
3 441	0 4	1	1
3 892	0 4	1	1
3 13	0 4	1	1
0 742	0 5	1	1
0 519	0 5	1	1
0 198	0 5	1	1
1 886	0 5	1	1
1 445	0 5	1	1
1 711	0 5	1	1
1 335	0 5	1	1
2 605	0 5	1	1
2 161	0 5	1	1
2 792	0 5	1	1
2 679	0 5	1	1
2 691	0 5	1	1
3 767	0 5	1	1
3 791	0 5	1	1
3 247	0 5	1	1
3 56	0 5	1	1
3 870	0 5	1	1
0 562	0 6	1	1
0 789	0 6	1	1
0 444	0 6	1	1
0 473	0 6	1	1
0 901	0 6	1	1
1 478	0 6	1	1
1 465	0 6	1	1
1 761	0 6	1	1
1 463	0 6	1	1
1 629	0 6	1	1
1 786	0 6	1	1
2 246	0 6	1	1
2 811	0 6	1	1
3 543	0 6	1	1
3 779	0 6	1	1
3 780	0 6	1	1
1 839	0 6	1	1
0 574	0 7	1	1
0 206	0 7	1	1
0 108	0 7	1	1
0 59	0 7	1	1
0 987	0 7	1	1
1 658	0 7	1	1
1 244	0 7	1	1
1 190	0 7	1	1
1 901	0 7	1	1
1 786	0 7	1	1
2 691	0 7	1	1
3 307	0 7	1	1
3 237	0 7	1	1
1 681	0 7	1	1
1 224	0 7	1	1
2 303	0 7	1	1
3 520	0 7	1	1
0 87	0 8	1	1
0 159	0 8	1	1
1 441	0 8	1	1
1 389	0 8	1	1
1 23	0 8	1	1
1 865	0 8	1	1
2 511	0 8	1	1
2 78	0 8	1	1
2 544	0 8	1	1
2 757	0 8	1	1
2 774	0 8	1	1
2 573	0 8	1	1
2 369	0 8	1	1
3 136	0 8	1	1
3 638	0 8	1	1
3 437	0 8	1	1
3 859	0 8	1	1
0 624	0 9	1	1
0 2	0 9	1	1
0 197	0 9	1	1
0 359	0 9	1	1
0 510	0 9	1	1
1 87	0 9	1	1
1 940	0 9	1	1
1 789	0 9	1	1
1 566	0 9	1	1
2 419	0 9	1	1
2 105	0 9	1	1
3 220	0 9	1	1
3 932	0 9	1	1
3 539	0 9	1	1
1 311	0 9	1	1
2 690	0 9	1	1
2 143	0 9	1	1
0 693	0 10	1	1
0 863	0 10	1	1
0 689	0 10	1	1
0 437	0 10	1	1
0 209	0 10	1	1
0 363	0 10	1	1
0 770	0 10	1	1
1 988	0 10	1	1
1 55	0 10	1	1
2 923	0 10	1	1
2 214	0 10	1	1
3 693	0 10	1	1
3 355	0 10	1	1
3 712	0 10	1	1
1 438	0 10	1	1
2 18	0 10	1	1
3 452	0 10	1	1
0 135	0 11	1	1
0 389	0 11	1	1
1 549	0 11	1	1
2 609	0 11	1	1
2 574	0 11	1	1
2 455	0 11	1	1
2 58	0 11	1	1
2 256	0 11	1	1
2 521	0 11	1	1
2 998	0 11	1	1
2 242	0 11	1	1
2 824	0 11	1	1
3 363	0 11	1	1
3 407	0 11	1	1
3 176	0 11	1	1
3 852	0 11	1	1
2 335	0 11	1	1
0 638	0 12	1	1
0 146	0 12	1	1
0 326	0 12	1	1
0 903	0 12	1	1
0 480	0 12	1	1
0 765	0 12	1	1
1 911	0 12	1	1
1 973	0 12	1	1
1 81	0 12	1	1
1 672	0 12	1	1
1 867	0 12	1	1
2 627	0 12	1	1
2 724	0 12	1	1
2 845	0 12	1	1
2 467	0 12	1	1
2 418	0 12	1	1
2 85	0 12	1	1
0 865	0 13	1	1
0 912	0 13	1	1
0 634	0 13	1	1
0 265	0 13	1	1
1 670	0 13	1	1
1 126	0 13	1	1
1 685	0 13	1	1
1 829	0 13	1	1
2 346	0 13	1	1
2 717	0 13	1	1
