# Total number neurons: 4000
# Local number neurons: 1000
# Number MPI ranks: 4
# Current simulation step: 1003
# <target rank> <target neuron id>	<source rank> <source neuron id>	<weight>	<plastic>
1 378	1 1	1	1
1 761	1 1	1	1
1 656	1 1	1	1
0 62	1 1	1	1
0 635	1 1	1	1
0 634	1 1	1	1
0 615	1 1	1	1
2 986	1 1	1	1
2 177	1 1	1	1
2 171	1 1	1	1
2 463	1 1	1	1
2 363	1 1	1	1
3 558	1 1	1	1
3 103	1 1	1	1
3 311	1 1	1	1
3 258	1 1	1	1
0 194	1 1	1	1
1 784	1 2	1	1
1 131	1 2	1	1
0 731	1 2	1	1
0 204	1 2	1	1
0 938	1 2	1	1
0 981	1 2	1	1
2 187	1 2	1	1
2 589	1 2	1	1
2 40	1 2	1	1
2 817	1 2	1	1
2 593	1 2	1	1
3 358	1 2	1	1
3 405	1 2	1	1
3 574	1 2	1	1
3 684	1 2	1	1
3 499	1 2	1	1
3 671	1 2	1	1
1 825	1 3	1	1
1 350	1 3	1	1
1 301	1 3	1	1
1 982	1 3	1	1
1 967	1 3	1	1
1 221	1 3	1	1
0 1000	1 3	1	1
2 803	1 3	1	1
2 222	1 3	1	1
2 189	1 3	1	1
2 652	1 3	1	1
2 344	1 3	1	1
2 647	1 3	1	1
3 651	1 3	1	1
3 117	1 3	1	1
3 310	1 3	1	1
3 966	1 3	1	1
1 756	1 4	1	1
1 376	1 4	1	1
1 202	1 4	1	1
1 40	1 4	1	1
1 623	1 4	1	1
0 211	1 4	1	1
0 888	1 4	1	1
0 854	1 4	1	1
0 218	1 4	1	1
2 650	1 4	1	1
2 239	1 4	1	1
2 67	1 4	1	1
2 975	1 4	1	1
2 675	1 4	1	1
3 316	1 4	1	1
3 802	1 4	1	1
3 749	1 4	1	1
1 150	1 5	1	1
1 533	1 5	1	1
1 71	1 5	1	1
0 995	1 5	1	1
2 958	1 5	1	1
2 28	1 5	1	1
2 291	1 5	1	1
2 194	1 5	1	1
2 143	1 5	1	1
3 363	1 5	1	1
3 505	1 5	1	1
3 383	1 5	1	1
3 663	1 5	1	1
3 935	1 5	1	1
3 151	1 5	1	1
3 431	1 5	1	1
3 804	1 5	1	1
1 568	1 6	1	1
1 797	1 6	1	1
1 272	1 6	1	1
0 17	1 6	1	1
0 172	1 6	1	1
0 460	1 6	1	1
0 617	1 6	1	1
2 287	1 6	1	1
2 149	1 6	1	1
2 114	1 6	1	1
2 940	1 6	1	1
2 900	1 6	1	1
2 651	1 6	1	1
3 780	1 6	1	1
3 602	1 6	1	1
3 362	1 6	1	1
3 670	1 6	1	1
1 554	1 7	1	1
1 150	1 7	1	1
1 78	1 7	1	1
1 859	1 7	1	1
1 757	1 7	1	1
1 690	1 7	1	1
1 312	1 7	1	1
0 976	1 7	1	1
2 271	1 7	1	1
2 484	1 7	1	1
2 85	1 7	1	1
2 174	1 7	1	1
2 254	1 7	1	1
2 223	1 7	1	1
3 333	1 7	1	1
3 569	1 7	1	1
3 876	1 7	1	1
1 683	1 8	1	1
1 468	1 8	1	1
1 577	1 8	1	1
1 631	1 8	1	1
0 86	1 8	1	1
0 292	1 8	1	1
0 865	1 8	1	1
0 228	1 8	1	1
0 925	1 8	1	1
0 543	1 8	1	1
0 977	1 8	1	1
2 709	1 8	1	1
3 335	1 8	1	1
3 440	1 8	1	1
3 15	1 8	1	1
3 375	1 8	1	1
3 795	1 8	1	1
1 863	1 9	1	1
1 842	1 9	1	1
1 632	1 9	1	1
1 197	1 9	1	1
1 613	1 9	1	1
1 764	1 9	1	1
0 156	1 9	1	1
0 151	1 9	1	1
2 778	1 9	1	1
2 254	1 9	1	1
2 987	1 9	1	1
2 445	1 9	1	1
3 645	1 9	1	1
3 556	1 9	1	1
3 852	1 9	1	1
0 185	1 9	1	1
3 479	1 9	1	1
1 119	1 10	1	1
0 856	1 10	1	1
0 744	1 10	1	1
0 720	1 10	1	1
0 951	1 10	1	1
0 548	1 10	1	1
2 211	1 10	1	1
2 706	1 10	1	1
2 438	1 10	1	1
3 762	1 10	1	1
3 910	1 10	1	1
3 882	1 10	1	1
3 931	1 10	1	1
3 159	1 10	1	1
3 317	1 10	1	1
3 112	1 10	1	1
3 911	1 10	1	1
1 372	1 11	1	1
1 519	1 11	1	1
1 714	1 11	1	1
1 538	1 11	1	1
1 250	1 11	1	1
0 100	1 11	1	1
0 465	1 11	1	1
0 251	1 11	1	1
0 246	1 11	1	1
0 970	1 11	1	1
0 595	1 11	1	1
2 866	1 11	1	1
2 915	1 11	1	1
2 490	1 11	1	1
2 638	1 11	1	1
3 635	1 11	1	1
3 544	1 11	1	1
1 305	1 12	1	1
1 4	1 12	1	1
1 160	1 12	1	1
1 166	1 12	1	1
1 555	1 12	1	1
0 54	1 12	1	1
0 848	1 12	1	1
0 860	1 12	1	1
0 807	1 12	1	1
2 933	1 12	1	1
2 194	1 12	1	1
2 505	1 12	1	1
3 325	1 12	1	1
3 757	1 12	1	1
3 821	1 12	1	1
3 264	1 12	1	1
0 721	1 12	1	1
1 222	1 13	1	1
1 129	1 13	1	1
1 248	1 13	1	1
1 965	1 13	1	1
0 520	1 13	1	1
0 833	1 13	1	1
0 727	1 13	1	1
2 624	1 13	1	1
2 842	1 13	1	1
2 389	1 13	1	1
2 153	1 13	1	1
3 141	1 13	1	1
3 382	1 13	1	1
3 19	1 13	1	1
3 172	1 13	1	1
3 146	1 13	1	1
0 366	1 13	1	1
1 212	1 14	1	1
1 602	1 14	1	1
1 817	1 14	1	1
1 911	1 14	1	1
0 382	1 14	1	1
0 465	1 14	1	1
0 143	1 14	1	1
0 809	1 14	1	1
0 803	1 14	1	1
0 660	1 14	1	1
0 236	1 14	1	1
2 369	1 14	1	1
2 748	1 14	1	1
3 759	1 14	1	1
3 356	1 14	1	1
3 835	1 14	1	1
3 545	1 14	1	1
1 39	1 15	1	1
1 785	1 15	1	1
1 320	1 15	1	1
1 638	1 15	1	1
1 210	1 15	1	1
1 549	1 15	1	1
1 945	1 15	1	1
1 250	1 15	1	1
1 747	1 15	1	1
0 469	1 15	1	1
0 249	1 15	1	1
0 344	1 15	1	1
2 714	1 15	1	1
2 492	1 15	1	1
3 302	1 15	1	1
3 251	1 15	1	1
3 55	1 15	1	1
1 872	1 16	1	1
1 272	1 16	1	1
1 148	1 16	1	1
1 109	1 16	1	1
0 941	1 16	1	1
0 759	1 16	1	1
0 493	1 16	1	1
0 823	1 16	1	1
0 442	1 16	1	1
0 811	1 16	1	1
2 250	1 16	1	1
2 616	1 16	1	1
2 592	1 16	1	1
3 567	1 16	1	1
0 887	1 16	1	1
2 820	1 16	1	1
3 405	1 16	1	1
1 377	1 17	1	1
1 301	1 17	1	1
1 552	1 17	1	1
0 260	1 17	1	1
0 55	1 17	1	1
0 691	1 17	1	1
2 319	1 17	1	1
2 994	1 17	1	1
2 344	1 17	1	1
2 409	1 17	1	1
2 292	1 17	1	1
2 962	1 17	1	1
3 769	1 17	1	1
3 265	1 17	1	1
3 400	1 17	1	1
2 797	1 17	1	1
3 244	1 17	1	1
1 990	1 18	1	1
1 256	1 18	1	1
1 631	1 18	1	1
0 658	1 18	1	1
0 797	1 18	1	1
0 835	1 18	1	1
0 55	1 18	1	1
0 111	1 18	1	1
2 344	1 18	1	1
3 834	1 18	1	1
3 469	1 18	1	1
3 940	1 18	1	1
3 919	1 18	1	1
3 692	1 18	1	1
3 323	1 18	1	1
3 561	1 18	1	1
2 781	1 18	1	1
1 298	1 19	1	1
1 235	1 19	1	1
0 323	1 19	1	1
0 610	1 19	1	1
0 475	1 19	1	1
0 573	1 19	1	1
2 129	1 19	1	1
2 722	1 19	1	1
2 661	1 19	1	1
2 960	1 19	1	1
3 442	1 19	1	1
3 999	1 19	1	1
3 151	1 19	1	1
3 667	1 19	1	1
3 176	1 19	1	1
3 754	1 19	1	1
3 717	1 19	1	1
1 437	1 20	1	1
1 323	1 20	1	1
1 67	1 20	1	1
1 979	1 20	1	1
0 989	1 20	1	1
2 763	1 20	1	1
2 441	1 20	1	1
2 679	1 20	1	1
2 29	1 20	1	1
2 53	1 20	1	1
2 301	1 20	1	1
3 446	1 20	1	1
3 267	1 20	1	1
3 642	1 20	1	1
3 806	1 20	1	1
3 352	1 20	1	1
2 873	1 20	1	1
1 632	1 21	1	1
1 279	1 21	1	1
1 209	1 21	1	1
1 712	1 21	1	1
1 12	1 21	1	1
0 902	1 21	1	1
0 717	1 21	1	1
2 971	1 21	1	1
2 160	1 21	1	1
2 130	1 21	1	1
3 600	1 21	1	1
3 983	1 21	1	1
3 731	1 21	1	1
3 782	1 21	1	1
3 236	1 21	1	1
3 497	1 21	1	1
3 968	1 21	1	1
1 707	1 22	1	1
1 276	1 22	1	1
1 805	1 22	1	1
1 335	1 22	1	1
1 541	1 22	1	1
1 62	1 22	1	1
0 864	1 22	1	1
0 863	1 22	1	1
0 232	1 22	1	1
0 781	1 22	1	1
0 895	1 22	1	1
2 778	1 22	1	1
2 127	1 22	1	1
2 641	1 22	1	1
3 39	1 22	1	1
3 717	1 22	1	1
3 436	1 22	1	1
