# Total number neurons: 20000
# Local number neurons: 5000
# Number MPI ranks: 4
# Current simulation step: 2002
# <target rank> <target neuron id>	<source rank> <source neuron id>	<weight>	<plastic>
0 984	0 1	1	1
2 2035	0 1	1	1
2 4013	0 1	1	1
3 3008	0 1	1	1
3 4202	0 1	1	1
2 4302	0 1	1	1
0 264	0 2	1	1
0 3904	0 2	1	1
1 1476	0 2	1	1
3 2466	0 2	1	1
3 993	0 2	1	1
3 788	0 2	1	1
1 3478	0 3	1	1
3 2429	0 3	1	1
3 633	0 3	1	1
3 1769	0 3	1	1
2 597	0 3	1	1
2 2355	0 3	1	1
0 4571	0 4	1	1
0 3858	0 4	1	1
1 3212	0 4	1	1
1 3940	0 4	1	1
3 1394	0 4	1	1
1 1688	0 4	1	1
0 3941	0 5	1	1
0 2483	0 5	1	1
0 4646	0 5	1	1
1 1890	0 5	1	1
2 3461	0 5	1	1
3 2574	0 5	1	1
0 921	0 6	1	1
0 202	0 6	1	1
1 3993	0 6	1	1
2 1876	0 6	1	1
2 825	0 6	1	1
2 4262	0 6	1	1
0 2730	0 7	1	1
0 3500	0 7	1	1
2 3181	0 7	1	1
2 1412	0 7	1	1
1 3841	0 7	1	1
3 3221	0 7	1	1
0 1939	0 8	1	1
0 2675	0 8	1	1
1 2006	0 8	1	1
2 4922	0 8	1	1
3 1589	0 8	1	1
3 765	0 8	1	1
0 2576	0 9	1	1
1 3404	0 9	1	1
1 21	0 9	1	1
1 4860	0 9	1	1
2 1754	0 9	1	1
3 1421	0 9	1	1
0 3736	0 10	1	1
1 3109	0 10	1	1
2 2067	0 10	1	1
2 2567	0 10	1	1
3 3976	0 10	1	1
3 3044	0 10	1	1
0 2958	0 11	1	1
1 2558	0 11	1	1
1 528	0 11	1	1
1 4740	0 11	1	1
2 3990	0 11	1	1
1 3326	0 11	1	1
0 1979	0 12	1	1
0 1352	0 12	1	1
1 3165	0 12	1	1
1 3071	0 12	1	1
2 1361	0 12	1	1
3 3283	0 12	1	1
1 4502	0 13	1	1
1 4582	0 13	1	1
2 3846	0 13	1	1
3 3420	0 13	1	1
3 2846	0 13	1	1
3 1208	0 13	1	1
0 3633	0 14	1	1
1 4768	0 14	1	1
1 4299	0 14	1	1
2 4589	0 14	1	1
3 3417	0 14	1	1
2 3862	0 14	1	1
1 1852	0 15	1	1
1 1839	0 15	1	1
1 3647	0 15	1	1
1 3967	0 15	1	1
2 352	0 15	1	1
2 3616	0 15	1	1
0 131	0 16	1	1
1 2234	0 16	1	1
1 3146	0 16	1	1
3 3599	0 16	1	1
2 3911	0 16	1	1
3 3664	0 16	1	1
0 3593	0 17	1	1
0 957	0 17	1	1
1 1733	0 17	1	1
1 4544	0 17	1	1
2 2284	0 17	1	1
1 4372	0 17	1	1
0 693	0 18	1	1
0 4362	0 18	1	1
1 1015	0 18	1	1
2 1938	0 18	1	1
3 1472	0 18	1	1
3 2257	0 18	1	1
1 17	0 19	1	1
1 3983	0 19	1	1
1 3248	0 19	1	1
1 3183	0 19	1	1
2 4955	0 19	1	1
2 4413	0 19	1	1
0 4072	0 20	1	1
0 2180	0 20	1	1
1 3192	0 20	1	1
2 433	0 20	1	1
2 4678	0 20	1	1
1 2198	0 20	1	1
0 2019	0 21	1	1
0 4842	0 21	1	1
1 42	0 21	1	1
1 121	0 21	1	1
2 1739	0 21	1	1
3 4984	0 21	1	1
0 3907	0 22	1	1
1 4894	0 22	1	1
2 2192	0 22	1	1
3 862	0 22	1	1
1 3793	0 22	1	1
3 254	0 22	1	1
0 466	0 23	1	1
1 1005	0 23	1	1
1 1950	0 23	1	1
2 4915	0 23	1	1
3 3904	0 23	1	1
3 4005	0 23	1	1
0 3082	0 24	1	1
2 2620	0 24	1	1
2 178	0 24	1	1
2 4743	0 24	1	1
3 308	0 24	1	1
3 1394	0 24	1	1
0 3986	0 25	1	1
1 1314	0 25	1	1
3 2909	0 25	1	1
3 4815	0 25	1	1
3 232	0 25	1	1
3 804	0 25	1	1
0 656	0 26	1	1
0 4843	0 26	1	1
1 3412	0 26	1	1
2 2922	0 26	1	1
3 1415	0 26	1	1
3 2746	0 26	1	1
0 2966	0 27	1	1
1 3576	0 27	1	1
1 1169	0 27	1	1
1 272	0 27	1	1
2 2983	0 27	1	1
3 3185	0 27	1	1
0 3655	0 28	1	1
0 3423	0 28	1	1
1 804	0 28	1	1
1 2470	0 28	1	1
2 958	0 28	1	1
3 37	0 28	1	1
0 1534	0 29	1	1
2 3745	0 29	1	1
2 201	0 29	1	1
2 3698	0 29	1	1
3 3085	0 29	1	1
1 246	0 29	1	1
0 2219	0 30	1	1
0 1675	0 30	1	1
3 1217	0 30	1	1
3 465	0 30	1	1
3 89	0 30	1	1
3 1627	0 30	1	1
0 3770	0 31	1	1
0 159	0 31	1	1
1 2701	0 31	1	1
1 4864	0 31	1	1
3 3449	0 31	1	1
2 4010	0 31	1	1
0 575	0 32	1	1
0 187	0 32	1	1
0 1467	0 32	1	1
2 2393	0 32	1	1
3 3256	0 32	1	1
3 1639	0 32	1	1
0 797	0 33	1	1
0 2103	0 33	1	1
0 3434	0 33	1	1
2 1580	0 33	1	1
3 1925	0 33	1	1
2 2677	0 33	1	1
1 311	0 34	1	1
1 4687	0 34	1	1
2 3425	0 34	1	1
3 654	0 34	1	1
3 121	0 34	1	1
1 3958	0 34	1	1
0 1239	0 35	1	1
2 2852	0 35	1	1
2 137	0 35	1	1
3 522	0 35	1	1
3 2676	0 35	1	1
3 4338	0 35	1	1
0 3311	0 36	1	1
0 2659	0 36	1	1
0 3762	0 36	1	1
2 162	0 36	1	1
3 666	0 36	1	1
3 2559	0 36	1	1
0 4430	0 37	1	1
0 786	0 37	1	1
0 2019	0 37	1	1
0 5	0 37	1	1
2 1476	0 37	1	1
2 4312	0 37	1	1
0 3167	0 38	1	1
0 3754	0 38	1	1
2 850	0 38	1	1
2 4006	0 38	1	1
3 4668	0 38	1	1
3 819	0 38	1	1
0 666	0 39	1	1
0 514	0 39	1	1
2 4143	0 39	1	1
3 2099	0 39	1	1
3 2320	0 39	1	1
3 2566	0 39	1	1
0 4854	0 40	1	1
1 2625	0 40	1	1
1 2082	0 40	1	1
1 445	0 40	1	1
2 3934	0 40	1	1
3 1190	0 40	1	1
0 4147	0 41	1	1
1 1076	0 41	1	1
2 1934	0 41	1	1
2 4550	0 41	1	1
3 1716	0 41	1	1
3 2582	0 41	1	1
0 4252	0 42	1	1
1 2649	0 42	1	1
1 975	0 42	1	1
2 4012	0 42	1	1
3 198	0 42	1	1
3 4134	0 42	1	1
0 4847	0 43	1	1
0 3505	0 43	1	1
0 3522	0 43	1	1
0 2389	0 43	1	1
1 3354	0 43	1	1
3 4472	0 43	1	1
0 4069	0 44	1	1
1 1457	0 44	1	1
1 3429	0 44	1	1
2 841	0 44	1	1
3 2967	0 44	1	1
3 1911	0 44	1	1
0 3008	0 45	1	1
0 1320	0 45	1	1
1 1317	0 45	1	1
2 2667	0 45	1	1
3 2188	0 45	1	1
3 193	0 45	1	1
0 2885	0 46	1	1
0 2924	0 46	1	1
1 3469	0 46	1	1
1 1455	0 46	1	1
3 3884	0 46	1	1
1 4630	0 46	1	1
2 2405	0 47	1	1
2 2745	0 47	1	1
2 782	0 47	1	1
2 2843	0 47	1	1
3 3120	0 47	1	1
2 4628	0 47	1	1
0 3533	0 48	1	1
0 2222	0 48	1	1
0 2298	0 48	1	1
1 4968	0 48	1	1
3 4287	0 48	1	1
3 4207	0 48	1	1
0 657	0 49	1	1
1 197	0 49	1	1
1 196	0 49	1	1
1 152	0 49	1	1
2 4391	0 49	1	1
3 2026	0 49	1	1
0 549	0 50	1	1
0 2312	0 50	1	1
3 4991	0 50	1	1
1 4995	0 50	1	1
2 2656	0 50	1	1
2 2873	0 50	1	1
1 4143	0 51	1	1
1 1282	0 51	1	1
2 369	0 51	1	1
2 1928	0 51	1	1
3 3052	0 51	1	1
3 18	0 51	1	1
0 1795	0 52	1	1
0 798	0 52	1	1
0 1231	0 52	1	1
2 3084	0 52	1	1
3 3645	0 52	1	1
3 2177	0 52	1	1
0 4352	0 53	1	1
1 2725	0 53	1	1
2 3046	0 53	1	1
3 3098	0 53	1	1
3 818	0 53	1	1
2 4588	0 53	1	1
0 2468	0 54	1	1
1 3173	0 54	1	1
1 2266	0 54	1	1
2 2431	0 54	1	1
2 4910	0 54	1	1
3 2803	0 54	1	1
0 2833	0 55	1	1
0 4602	0 55	1	1
1 3323	0 55	1	1
2 741	0 55	1	1
3 4059	0 55	1	1
1 436	0 55	1	1
0 664	0 56	1	1
1 2540	0 56	1	1
1 168	0 56	1	1
3 1221	0 56	1	1
2 4767	0 56	1	1
2 3975	0 56	1	1
1 3211	0 57	1	1
2 2771	0 57	1	1
3 519	0 57	1	1
3 2890	0 57	1	1
3 3196	0 57	1	1
3 1056	0 57	1	1
0 3924	0 58	1	1
0 1765	0 58	1	1
0 642	0 58	1	1
1 3718	0 58	1	1
3 1901	0 58	1	1
3 4372	0 58	1	1
2 2641	0 59	1	1
