# 5000 of 40000
# Minimum x: 0
# Minimum y: 0
# Minimum z: 0
# Maximum x: 36
# Maximum y: 36
# Maximum z: 36
# <local id> <pos x> <pos y> <pos z> <type>
# Number of local subdomains: 1
# Local subdomain 0 boundaries (-0, -0, 18) - (18, 18, 36)
1 15.7429823139682 12.7073199315928 29.2096811563242 ex
2 8.31226454582065 11.2038104257081 30.982575265225 ex
3 11.7526321725454 13.9558526114561 20.8432926665992 ex
4 12.9947438100353 9.60853936127387 24.9943433513399 ex
5 16.8050542247947 5.93933108542114 23.4067633482628 ex
6 11.536986351246 8.92434823326766 27.0813325347845 ex
7 13.2173348087817 16.0774026534054 18.4485800170805 ex
8 14.6661376890261 8.40350609784946 24.4247461496852 ex
9 8.17841188539751 3.44276633788832 28.3571208568756 ex
10 9.93523488868959 3.25159172015265 30.7344383299351 ex
11 9.2008530406747 16.5104021001607 29.0750848054886 ex
12 11.8965927672107 15.2941530190874 35.0665091793053 ex
13 16.1633663992397 9.30916768847965 26.8160192328505 ex
14 1.44167623622343 7.19515772303566 22.551408453146 ex
15 16.6076548458077 7.03813741449267 28.9062443294097 ex
16 3.09920434397645 16.6131671634503 29.8125975227449 ex
17 5.38548991712742 16.8493521802593 34.6857628910802 ex
18 12.8091051210649 1.26444660057314 24.2165815264452 ex
19 4.72608119272627 1.23846585047431 30.129071052419 ex
20 9.50948978075758 7.32219229731709 34.2799640076701 ex
21 17.499911627965 8.18614012608305 26.0047675857786 ex
22 15.8187485903036 9.68820094573312 26.2997374853585 ex
23 10.4017549203709 1.53436405654065 35.7581267084461 ex
24 9.63058550329879 10.2473173905164 24.3766211445909 ex
25 1.98625423712656 1.47985496534966 33.6957581506576 ex
26 8.00062887417153 11.001670127036 27.1410784367472 ex
27 0.232208356726915 2.77722246106714 32.0096684151795 ex
28 15.7388818820473 6.98142944718711 22.6506390087306 ex
29 11.1924701039679 10.9489559514914 23.9002227808814 ex
30 14.9749114424922 14.0570194383617 23.170470864512 ex
31 5.37105586263351 13.9632944636978 27.4264715546742 ex
32 12.82529832609 2.16325373481959 32.9366418484133 ex
33 1.70018470683135 4.19147370173596 35.2024816195481 ex
34 2.50405977666378 1.12462583021261 28.3076448927168 ex
35 7.85701617202722 2.4098556083627 23.399137402419 ex
36 8.57589882146567 3.26887120050378 32.1670441387687 ex
37 16.1368380333297 5.37802815507166 26.6531890945043 ex
38 17.8665562020615 4.02888287859969 18.8537883795798 ex
39 15.6431472576223 6.56473494926468 24.6455165350344 ex
40 4.60169718367979 6.19717033044435 26.0418172338977 ex
41 3.16951843630522 17.0146061172709 18.7173142007086 ex
42 8.9892426894512 8.32716452330351 22.7904741580132 ex
43 11.3167038382962 8.15876332600601 30.0468858298846 ex
44 12.2522885324433 8.64909289847128 34.6794312770944 ex
45 15.1147521052044 13.0954303983599 26.7107775206678 ex
46 3.48593047796749 13.8766698124819 32.0973824837711 ex
47 13.9490365411621 13.4899049878586 34.9234339597169 ex
48 13.4824441664387 6.92459251871333 22.065980269108 ex
49 11.5850997057278 13.4049615501426 21.8601349615492 ex
50 7.02534109610133 16.6767791495658 26.3107171251904 ex
51 15.3614062927663 17.6215142842848 21.7329623063561 ex
52 10.3352931630798 4.08871593559161 35.6346255226526 ex
53 13.6572318437975 13.4969648758415 26.8880733153783 ex
54 1.97255096305162 11.873298472492 32.1164977585431 ex
55 3.3313572476618 1.15258522937074 24.1501656144392 ex
56 7.10807945393026 15.2954709299374 30.9543879274279 ex
57 6.75388053851202 5.43149029766209 20.4454375961795 ex
58 0.809570418205112 15.6531636614818 27.1671189256012 ex
59 2.81577432015911 9.91124754911289 34.3185673889238 ex
60 0.616573422914371 14.7473634695634 22.9740661035758 ex
61 12.2339206445031 8.78543725819327 27.8948271423578 ex
62 16.2866830616258 15.4603445969988 21.4463969268836 ex
63 13.4760347506963 8.1107664401643 26.4502378897741 ex
64 3.74336044560187 13.0445393319242 27.2340320914518 ex
65 10.6767297449987 6.76025923783891 31.5596560821868 ex
66 7.68605700694025 7.29332270496525 19.1829115704168 ex
67 16.7297087495681 7.38075672322884 20.4407028553542 ex
68 16.3824988929555 13.1149108067621 27.0260539269075 ex
69 13.2724705100991 1.83261962421238 26.8162834881805 ex
70 13.524367851438 17.8097364900168 24.5360181203578 ex
71 6.3655892687384 2.80732228071429 27.8876701155677 ex
72 11.1059272543062 4.98078257776797 31.6401962798554 ex
73 1.44048693752848 17.9985151211731 30.965041620424 ex
74 4.95629726117477 15.0137702347711 21.9155424009077 ex
75 5.80684727523476 9.65720175788738 31.8899708131794 ex
76 9.03990316274576 10.4898492584471 27.1351461140439 ex
77 13.8802015616093 2.81448692991398 23.4372197706252 ex
78 7.21121699409559 1.87024967512116 22.0322302952409 ex
79 5.79015035321936 7.43902499112301 25.018746654503 ex
80 0.608201440423727 6.65254871174693 35.1024278649129 ex
81 15.3315885229968 0.0653308059554547 29.295129063772 ex
82 16.9705787261482 5.82246016268618 22.9054564705584 ex
83 2.25275615230203 4.75000986503437 25.8098393741529 ex
84 2.04104285757057 9.68115565320477 28.8277644240297 ex
85 7.40236702561378 15.3163188099861 23.9142714666668 ex
86 14.0011891117319 14.5766861941665 24.0555557832122 ex
87 13.7570649229456 0.0552552763838321 26.1663485283498 ex
88 2.28374693356454 3.53565794485621 26.8703396900091 ex
89 4.13362843426876 2.46433408069424 22.7645102369133 ex
90 4.82147663622163 14.0376962183509 24.119731584331 ex
91 10.9662747068796 6.69452361064032 26.2136742472649 ex
92 4.16535535734147 16.1440958203748 25.0079577639699 ex
93 2.90622709342279 8.86512359930202 23.7642927109264 ex
94 14.2195904450491 9.70978037384339 33.4232529557776 ex
95 2.22849896037951 1.65306913596578 18.7105102767237 ex
96 7.95220466190949 4.08817429514602 34.830767332809 ex
97 15.413158605108 13.4773356113583 18.0612768176943 ex
98 3.82589697721414 2.30483729112893 30.8901907035615 ex
99 0.702563447412103 17.6268516646232 31.0251531118993 ex
100 17.7759648300707 2.29695300175808 28.1290798017289 ex
101 6.20027528237551 13.3813451461028 23.9025561350863 ex
102 7.58758241985925 8.3522430381272 29.5892298137769 ex
103 13.5732191139832 12.1497192494571 21.0758594681975 ex
104 2.83083738200366 1.45457773725502 29.9529294145759 ex
105 9.24950804421678 13.5919759119861 23.4455355184618 ex
106 13.2348889978603 13.4957498379517 29.1475070735905 ex
107 14.1753318319097 9.43550012214109 26.5300610864069 ex
108 6.85872633592226 3.38932897546329 33.4782552206889 ex
109 6.57762861461379 12.9126858387608 23.6753610682208 ex
110 7.44581562932581 10.452322578989 30.1937046123203 ex
111 15.8204929910135 15.1937388156075 26.0407796206418 ex
112 2.61330530396663 14.6175842611119 35.5040780885611 ex
113 13.2116388983559 5.3425850442145 31.7888831326272 ex
114 3.88165829912759 5.26752374367788 24.4742150576785 ex
115 1.84267434407957 15.8628564258106 27.888389861444 ex
116 2.60316929663531 17.6936161546037 25.3858730965294 ex
117 0.454038258176297 3.97358987224288 25.7310231316369 ex
118 14.8287009191699 5.94266734225675 25.6266860698815 ex
119 9.02728198119439 14.6183219044469 33.5368273837958 ex
120 13.2954532175791 0.880146557232365 25.1978304053191 ex
121 15.2207979941741 16.3301169236656 29.2718870653771 ex
122 17.3053199427668 6.52149771875702 33.5967058418319 ex
123 15.3829361679964 0.795484650880098 31.3689636806957 ex
124 13.7996100152377 8.02001563715748 25.7195349503309 ex
125 11.8607091901358 6.46180503000505 33.5274197156541 ex
126 9.33533634943888 10.9542715956923 33.5395178210456 ex
127 3.17647232720628 13.4025664872024 30.6975358847994 ex
128 0.435162880923599 13.447817764245 21.6306783426553 ex
129 5.50614265096374 14.9967220202088 18.293915328104 ex
130 10.4848690563813 5.61189892678522 34.1545962297823 ex
131 9.37929614796303 1.14180017448962 18.985386332497 ex
132 16.6127776412759 14.1782733027358 30.0212567793205 ex
133 15.6950685987249 15.0737474390771 23.3126088683493 ex
134 6.70674055581912 15.2992619196884 21.6367628991138 ex
135 1.31363446568139 8.56575759034604 21.6318427824881 ex
136 16.8170161594171 10.8511471427046 23.9437541572843 ex
137 10.1807300725486 6.15819726441987 19.4229968367144 ex
138 1.03707526274957 17.1915526627563 26.2995192466769 ex
139 7.98138496885076 11.3052713070065 35.7477937345393 ex
140 15.6357593249995 2.58479214506224 20.9293691373896 ex
141 3.67225380288437 11.3317448911257 23.0719934033696 ex
142 15.7635161436629 17.4912892563734 20.7234499990009 ex
