# 5000 of 40000
# Minimum x: 0
# Minimum y: 0
# Minimum z: 0
# Maximum x: 36
# Maximum y: 36
# Maximum z: 36
# <local id> <pos x> <pos y> <pos z> <type>
# Number of local subdomains: 1
# Local subdomain 0 boundaries (-0, 18, -0) - (18, 36, 18)
1 3.30608765874058 29.1757494213525 4.14634982706048 ex
2 14.4453540153336 22.7895087259822 14.7375946429092 ex
3 1.4927430881653 25.9247762006707 17.4637251463719 ex
4 0.166319940704852 32.9208379129414 13.5866754965391 ex
5 1.63410581392236 30.1396132684313 12.9154844882432 ex
6 4.50233242497779 18.5784909240901 7.29261462297291 ex
7 6.27518765814602 20.116986670997 5.79234620649368 ex
8 9.36249203793705 26.9878684915602 3.07799399388023 ex
9 2.6919114314951 29.2495868057013 11.4324190856423 ex
10 17.0813011894934 22.2502579407301 1.73973626527004 ex
11 8.08735104766674 21.2789935970213 7.23147692065686 ex
12 2.73328588809818 23.0267465345096 4.8460723599419 ex
13 4.01756911748089 27.0769648866262 3.15793184423819 ex
14 7.64786077663302 22.3875307058915 17.7821684107184 ex
15 17.3863243621308 20.4297160836868 10.5790154801216 ex
16 2.71334481541999 32.7014408158138 3.86138808564283 ex
17 0.49980689259246 30.8277763337828 11.7024604100734 ex
18 9.71911768848076 18.3866317395587 14.4015186713077 ex
19 5.46786610083655 19.4488116984721 9.34279408212751 ex
20 12.8240294489078 35.8706561145373 5.44346798630431 ex
21 15.095547772944 22.6028125972953 17.7447681098711 ex
22 6.46915532345884 32.0993290168699 16.6658734171651 ex
23 12.8184670500923 35.3661298977677 10.3221913028974 ex
24 2.73946292628534 31.472546317149 10.5757596367039 ex
25 12.1311686446425 18.9219619799405 8.00183089310303 ex
26 1.80392905254848 19.1221761123743 5.69320157147013 ex
27 5.24900936265476 27.4134619620163 2.10262863105163 ex
28 6.59344070916995 27.981887265807 16.6870379028842 ex
29 17.0042668557726 24.6536532009486 15.4726958130486 ex
30 14.4623051625676 34.0245453170501 8.71977499499917 ex
31 9.94010719610378 24.2794922692701 11.4008361378219 ex
32 1.35818999190815 27.9238449465483 9.69840775779448 ex
33 11.0964463797864 27.1954221543856 15.4755490834359 ex
34 9.02235672739334 19.0445129405707 8.73312773648649 ex
35 15.8552046231925 24.4471794932615 12.8947129773442 ex
36 9.72929606144316 26.3247543494217 12.2602018713951 ex
37 2.35316665726714 26.7278923115227 6.89128955849446 ex
38 9.27557794121094 32.6725700292736 6.73704668041319 ex
39 1.24742298596539 23.2561466183979 11.0396477817558 ex
40 17.9915995879564 32.6469321150798 3.16593991802074 ex
41 6.85092180361971 28.2443311407696 14.2235468248837 ex
42 11.2267709160224 18.3427400393412 17.6343552728649 ex
43 10.7583086965606 24.152509393869 17.1450893459842 ex
44 5.85567090450786 22.6044516302645 12.4901363190729 ex
45 10.2449717177078 31.0624150189105 12.2295607160777 ex
46 1.36446780688129 29.9491685607936 15.8992731445469 ex
47 1.858312320197 26.0206016560551 14.7470763965975 ex
48 8.27437832462601 26.263224465074 6.03575872187503 ex
49 7.55734043638222 22.8406078936532 16.3750749963801 ex
50 9.69033653382212 33.405370429391 5.89753866894171 ex
51 4.13965216325596 33.1014871103689 17.0245358443353 ex
52 4.46020070533268 34.088444449706 6.51582519058138 ex
53 7.20121797686443 28.1786149565596 3.58373448741622 ex
54 7.48540902626701 26.2421618076041 9.62966444250196 ex
55 5.79171489994042 25.7045444797259 1.61264905752614 ex
56 0.263008947484195 35.5671960844193 4.30156094976701 ex
57 15.4587154581677 35.4368734767195 8.71015700837597 ex
58 11.6788809429854 30.5217244469095 8.44105212297291 ex
59 16.9412870972883 20.3117470580619 1.64528028969653 ex
60 15.7971673628781 18.5191493108869 9.03781893989071 ex
61 0.367892972426489 21.5962185265962 8.20971361570992 ex
62 6.61490579415113 20.4163101706654 2.00719886110164 ex
63 9.60980287799612 23.8813199528959 1.3096264351625 ex
64 5.37108912342228 20.9324394974392 3.51242255815305 ex
65 11.3438582997769 32.6668474092148 5.50750745600089 ex
66 8.51496922643855 35.9482908076607 11.9815643457696 ex
67 17.6716148229316 30.7436185376719 10.3602385025006 ex
68 10.2703057499602 26.7997505781241 4.54205157235265 ex
69 4.37345997197554 29.0433419386391 1.74815595149994 ex
70 8.28497349703684 24.1490451924037 2.2131453352049 ex
71 6.9566912164446 27.0506933501456 8.15968889114447 ex
72 7.18594013387337 26.7421502862126 14.1933303731494 ex
73 14.7778204705101 28.2423345297575 5.31979661970399 ex
74 1.01989996875636 25.7596533815376 1.04423276684247 ex
75 12.4384693540633 21.5611606270541 10.0145479380153 ex
76 5.17775177070871 33.5085399695672 9.44494366832078 ex
77 11.8954180087894 32.7045227400959 12.4041056367569 ex
78 0.903878327691928 23.2791253693867 1.89347155462019 ex
79 13.7528748414479 21.7668956238776 7.88883533840999 ex
80 17.9808484190144 33.1181857290212 12.8241581285838 ex
81 0.245953135890886 33.2482202476822 9.76640687370673 ex
82 14.7161645498127 24.15281492332 6.40861998661421 ex
83 14.5828334253747 20.0120206982829 10.3489977018908 ex
84 17.2923365430906 18.3903480942827 13.2268417715095 ex
85 3.75613147253171 31.0678815636784 6.57405166514218 ex
86 9.49981494084932 19.9500288926065 3.26062638219446 ex
87 5.75765262288041 23.3613685381133 15.4907002593391 ex
88 7.44969496689737 35.8787672221661 16.3676856299862 ex
89 17.1492894422263 22.0734969431069 7.83808544371277 ex
90 3.96864669048227 27.4073637221009 16.8482961133122 ex
91 3.12278577359393 18.343851673184 6.17614372749813 ex
92 15.8072078207042 24.9672478374559 5.39983693393879 ex
93 3.33513409108855 25.8113212708849 0.029615901177749 ex
94 14.8663303148933 24.8536298144609 10.4961755021941 ex
95 4.05913609568961 26.8677860200405 13.288527456345 ex
96 14.7557661528699 28.966839004308 15.5181465137284 ex
97 13.4964029961266 27.1986769144423 3.61010443791747 ex
98 13.393766593188 27.8474947612267 11.7594161832239 ex
99 11.093553106999 30.375642800238 10.7871019595768 ex
100 9.46427917550318 24.4197910372168 1.03705850848928 ex
101 4.63076623948291 18.3699152839836 12.9563330793753 ex
102 4.77670572465286 31.5573185207322 17.066832853714 ex
103 2.01451210398227 27.6943043970969 0.759951171232387 ex
104 14.4581685899757 24.9799265149049 1.82718161889352 ex
105 7.93363927095197 24.3118647262454 5.00068172463216 ex
106 7.82713380153291 25.430339808343 14.3218968361616 ex
107 13.0000417043921 26.8801851556636 13.4983384381048 ex
108 12.7563679325394 24.9699968579225 7.80968138296157 ex
109 7.05003386549652 22.3191953783389 15.0043124314398 ex
110 7.83628949755803 19.7562919799238 5.04199999477714 ex
111 3.80607150611468 26.0286295702681 3.94599996483885 ex
112 16.2876469986513 34.7302704281174 16.0051434186753 ex
113 10.0480263433419 29.4716966818087 1.80334981437773 ex
114 1.48818077286705 33.6277581844479 3.04496630397625 ex
115 1.59686831641011 23.1226834605914 17.984230724629 ex
116 14.3780588477384 19.6414622077718 3.03485917975195 ex
117 16.2490537569392 34.4721534228884 5.59226739103906 ex
118 6.72277193237096 20.5700485922862 16.5734921358526 ex
119 13.6888614338823 22.7778674182482 1.08448355761357 ex
120 16.1152662937529 19.2143281577155 12.8084843286779 ex
121 3.23236324614845 20.0578281821217 10.48431068426 ex
122 13.24670039583 35.4238915101159 7.00536090810783 ex
123 7.6196597609669 21.5578598922584 15.7883712488692 ex
124 7.99866914749146 22.2079869394656 3.73674080753699 ex
125 5.0047520773951 29.2889077130239 4.72345908591524 ex
126 15.1069639115594 35.3639437835664 4.82745224121027 ex
127 9.07961661671288 20.4586106622592 16.8117613806389 ex
128 12.2503221041989 32.8543846332468 7.54922564979643 ex
129 3.97367094736546 21.0360238971189 5.2800651169382 ex
130 0.686357447411865 25.7031848581973 8.33593284618109 ex
