# Total number neurons: 4000
# Local number neurons: 2000
# Number MPI ranks: 2
# Current simulation step: 1003
# <target rank> <target neuron id>	<source rank> <source neuron id>	<weight>	<plastic>
1 1559	1 1	1	1
1 1158	1 1	1	1
1 49	1 1	1	1
1 1667	1 1	1	1
0 1936	1 1	1	1
1 318	1 2	1	1
0 294	1 2	1	1
0 960	1 2	1	1
0 281	1 2	1	1
0 1841	1 2	1	1
1 187	1 3	1	1
0 576	1 3	1	1
0 256	1 3	1	1
0 258	1 3	1	1
0 68	1 3	1	1
1 1298	1 4	1	1
0 642	1 4	1	1
0 1107	1 4	1	1
0 1034	1 4	1	1
0 1916	1 4	1	1
1 936	1 5	1	1
1 1415	1 5	1	1
0 731	1 5	1	1
0 21	1 5	1	1
0 1053	1 5	1	1
1 965	1 6	1	1
1 435	1 6	1	1
1 732	1 6	1	1
1 822	1 6	1	1
0 250	1 6	1	1
1 1510	1 7	1	1
1 1384	1 7	1	1
1 1915	1 7	1	1
0 1845	1 7	1	1
0 981	1 7	1	1
1 618	1 8	1	1
1 171	1 8	1	1
0 1647	1 8	1	1
0 276	1 8	1	1
0 702	1 8	1	1
1 595	1 9	1	1
1 337	1 9	1	1
1 1329	1 9	1	1
1 1479	1 9	1	1
0 136	1 9	1	1
1 78	1 10	1	1
0 1794	1 10	1	1
0 1556	1 10	1	1
0 1244	1 10	1	1
0 1094	1 10	1	1
1 265	1 11	1	1
1 1206	1 11	1	1
1 606	1 11	1	1
0 1006	1 11	1	1
0 968	1 11	1	1
1 1754	1 12	1	1
0 407	1 12	1	1
0 211	1 12	1	1
0 389	1 12	1	1
0 455	1 12	1	1
1 1933	1 13	1	1
1 546	1 13	1	1
0 684	1 13	1	1
0 1325	1 13	1	1
0 902	1 13	1	1
0 512	1 14	1	1
0 1813	1 14	1	1
0 1986	1 14	1	1
0 1246	1 14	1	1
0 1732	1 14	1	1
1 1091	1 15	1	1
1 507	1 15	1	1
0 1398	1 15	1	1
0 1617	1 15	1	1
0 833	1 15	1	1
1 1330	1 16	1	1
1 454	1 16	1	1
1 1947	1 16	1	1
0 1574	1 16	1	1
0 1182	1 16	1	1
1 1221	1 17	1	1
0 1479	1 17	1	1
0 1276	1 17	1	1
0 1394	1 17	1	1
0 1870	1 17	1	1
1 1863	1 18	1	1
0 503	1 18	1	1
0 1213	1 18	1	1
0 688	1 18	1	1
0 1321	1 18	1	1
1 1494	1 19	1	1
1 287	1 19	1	1
1 1049	1 19	1	1
0 1848	1 19	1	1
0 11	1 19	1	1
1 1156	1 20	1	1
1 873	1 20	1	1
1 748	1 20	1	1
0 460	1 20	1	1
0 617	1 20	1	1
1 1902	1 21	1	1
1 288	1 21	1	1
1 336	1 21	1	1
1 1320	1 21	1	1
0 1967	1 21	1	1
1 121	1 22	1	1
1 1744	1 22	1	1
1 1046	1 22	1	1
0 758	1 22	1	1
0 1543	1 22	1	1
1 1597	1 23	1	1
1 1929	1 23	1	1
0 1239	1 23	1	1
0 976	1 23	1	1
0 727	1 23	1	1
1 1232	1 24	1	1
1 116	1 24	1	1
0 1613	1 24	1	1
0 1072	1 24	1	1
0 1783	1 24	1	1
1 1219	1 25	1	1
1 652	1 25	1	1
1 533	1 25	1	1
0 1623	1 25	1	1
0 1646	1 25	1	1
1 1404	1 26	1	1
1 234	1 26	1	1
0 1279	1 26	1	1
0 49	1 26	1	1
0 1926	1 26	1	1
1 1055	1 27	1	1
1 322	1 27	1	1
0 899	1 27	1	1
0 1690	1 27	1	1
0 543	1 27	1	1
1 1340	1 28	1	1
1 1174	1 28	1	1
0 142	1 28	1	1
0 156	1 28	1	1
0 249	1 28	1	1
1 833	1 29	1	1
1 1421	1 29	1	1
0 1854	1 29	1	1
0 184	1 29	1	1
0 367	1 29	1	1
1 749	1 30	1	1
0 881	1 30	1	1
0 69	1 30	1	1
0 1404	1 30	1	1
0 867	1 30	1	1
1 1702	1 31	2	1
0 315	1 31	1	1
0 720	1 31	1	1
0 1461	1 31	1	1
1 1916	1 32	1	1
1 1609	1 32	1	1
1 289	1 32	1	1
0 1621	1 32	1	1
0 502	1 32	1	1
1 294	1 33	1	1
1 1030	1 33	1	1
0 1668	1 33	1	1
0 1377	1 33	1	1
0 586	1 33	1	1
1 185	1 34	1	1
1 1089	1 34	1	1
1 1086	1 34	1	1
0 710	1 34	1	1
0 135	1 34	1	1
1 578	1 35	1	1
1 1902	1 35	1	1
0 189	1 35	1	1
0 31	1 35	1	1
0 1937	1 35	1	1
1 682	1 36	1	1
1 1890	1 36	1	1
1 1351	1 36	1	1
0 251	1 36	1	1
0 263	1 36	1	1
0 57	1 37	1	1
0 595	1 37	1	1
0 1634	1 37	1	1
0 147	1 37	1	1
0 1287	1 37	1	1
1 1182	1 38	1	1
1 548	1 38	1	1
0 1539	1 38	1	1
0 1572	1 38	1	1
0 224	1 38	1	1
1 1004	1 39	1	1
1 296	1 39	1	1
0 848	1 39	1	1
0 1233	1 39	1	1
0 860	1 39	1	1
1 913	1 40	1	1
1 1124	1 40	1	1
1 966	1 40	1	1
0 807	1 40	1	1
0 989	1 40	1	1
1 143	1 41	1	1
0 1812	1 41	1	1
0 1843	1 41	1	1
0 1312	1 41	1	1
0 1666	1 41	1	1
1 636	1 42	1	1
1 1389	1 42	1	1
1 676	1 42	1	1
0 183	1 42	1	1
0 1124	1 42	1	1
1 185	1 43	1	1
1 395	1 43	1	1
0 1204	1 43	1	1
0 1644	1 43	1	1
0 1854	1 43	1	1
1 660	1 44	1	1
0 851	1 44	1	1
0 208	1 44	1	1
0 833	1 44	1	1
0 678	1 44	1	1
1 625	1 45	1	1
1 1934	1 45	1	1
0 839	1 45	1	1
0 994	1 45	1	1
0 420	1 45	1	1
1 78	1 46	1	1
1 260	1 46	1	1
1 1821	1 46	1	1
1 1716	1 46	1	1
0 1190	1 46	1	1
1 256	1 47	1	1
1 1722	1 47	1	1
1 1743	1 47	1	1
0 1255	1 47	1	1
0 1996	1 47	1	1
1 1259	1 48	1	1
1 387	1 48	1	1
0 1960	1 48	1	1
0 1829	1 48	1	1
0 412	1 48	1	1
1 217	1 49	1	1
1 1134	1 49	1	1
1 1210	1 49	1	1
1 1227	1 49	1	1
0 1647	1 49	1	1
1 1930	1 50	1	1
0 1652	1 50	1	1
0 1463	1 50	1	1
0 270	1 50	1	1
0 768	1 50	1	1
0 941	1 51	1	1
0 1463	1 51	1	1
0 759	1 51	1	1
0 1385	1 51	1	1
0 478	1 51	1	1
1 1802	1 52	1	1
1 1304	1 52	1	1
1 778	1 52	1	1
1 250	1 52	1	1
1 686	1 52	1	1
1 931	1 53	1	1
0 298	1 53	1	1
0 583	1 53	1	1
0 571	1 53	1	1
0 811	1 53	1	1
1 999	1 54	1	1
0 1220	1 54	1	1
0 922	1 54	1	1
0 1530	1 54	1	1
0 1940	1 54	1	1
1 498	1 55	1	1
1 225	1 55	1	1
1 1614	1 55	1	1
1 713	1 55	1	1
0 31	1 55	1	1
1 1035	1 56	1	1
1 167	1 56	1	1
1 1636	1 56	1	1
0 207	1 56	1	1
0 584	1 56	1	1
1 815	1 57	1	1
1 1278	1 57	1	1
1 892	1 57	1	1
0 160	1 57	1	1
0 725	1 57	1	1
1 1693	1 58	1	1
1 1403	1 58	1	1
1 1267	1 58	1	1
0 1292	1 58	1	1
0 531	1 58	1	1
1 1815	1 59	1	1
1 1666	1 59	1	1
0 797	1 59	1	1
0 835	1 59	1	1
0 1453	1 59	1	1
1 349	1 60	1	1
1 1231	1 60	1	1
0 594	1 60	1	1
0 1623	1 60	1	1
0 1879	1 60	1	1
1 970	1 61	1	1
1 357	1 61	1	1
1 1400	1 61	1	1
0 690	1 61	1	1
0 313	1 61	1	1
1 789	1 62	1	1
1 1351	1 62	1	1
1 1796	1 62	1	1
0 1073	1 62	1	1
0 1041	1 62	1	1
1 1198	1 63	1	1
1 790	1 63	1	1
1 1911	1 63	1	1
0 969	1 63	1	1
0 1564	1 63	1	1
1 607	1 64	1	1
0 1519	1 64	1	1
0 688	1 64	1	1
0 1313	1 64	1	1
0 1705	1 64	1	1
1 1091	1 65	1	1
1 1450	1 65	1	1
1 1131	1 65	1	1
1 1505	1 65	1	1
0 573	1 65	1	1
1 1953	1 66	1	1
1 886	1 66	1	1
1 39	1 66	1	1
0 1278	1 66	1	1
0 676	1 66	1	1
1 57	1 67	1	1
0 1088	1 67	1	1
0 1821	1 67	1	1
0 328	1 67	1	1
0 1933	1 67	1	1
1 753	1 68	1	1
1 125	1 68	1	1
1 508	1 68	1	1
0 1375	1 68	1	1
0 415	1 68	1	1
1 999	1 69	1	1
1 552	1 69	1	1
0 1662	1 69	1	1
0 846	1 69	1	1
0 1557	1 69	1	1
1 1544	1 70	1	1
1 159	1 70	1	1
0 1411	1 70	1	1
0 1907	1 70	1	1
0 1733	1 70	1	1
1 292	1 71	1	1
1 44	1 71	1	1
